item_id,title,url,release_date,developer,price
275590,PAYDAY 2: Gage Weapon Pack #02,http://store.steampowered.com/app/275590/PAYDAY_2_Gage_Weapon_Pack_02/,2014-01-30,OVERKILL - a Starbreeze Studio.,
250600,The Plan,http://store.steampowered.com/app/250600/The_Plan/,2013-02-10,Krillbite Studio,
284430,PAYDAY 2: The Death Wish Update,http://store.steampowered.com/app/284430/PAYDAY_2_The_Death_Wish_Update/,2014-02-27,OVERKILL - a Starbreeze Studio.,
255760,PAC-MAN MUSEUM Demo,http://store.steampowered.com/app/255760/PACMAN_MUSEUM_Demo/,2014-02-25,NAMCO BANDAI Studio Inc.,
285690,Galactic Command Echo Squad SE - Demo,http://store.steampowered.com/app/285690/Galactic_Command_Echo_Squad_SE__Demo/,2014-03-10,3000AD,
295210,Heldric - The legend of the shoemaker Demo,http://store.steampowered.com/app/295210/Heldric__The_legend_of_the_shoemaker_Demo/,2014-04-17,Astral Byte Ltd.,
294350,Vitrum Demo,http://store.steampowered.com/app/294350/Vitrum_Demo/,2012-09-25,9heads Game Studios,
285540,Among the Sleep Demo,http://store.steampowered.com/app/285540/Among_the_Sleep_Demo/,2014-04-25,Krillbite Studio,
298010,Rogue Shooter: The FPS Roguelike Demo,http://store.steampowered.com/app/298010/Rogue_Shooter_The_FPS_Roguelike_Demo/,2014-04-24,Hippomancer,
296750,The Final Stand,http://store.steampowered.com/app/296750/The_Final_Stand/,2014-05-05,Hella Games Entertainment,
298920,Croixleur Sigma Demo,http://store.steampowered.com/app/298920/Croixleur_Sigma_Demo/,2014-05-06,souvenir circ.,
299130,DreadOut Demo,http://store.steampowered.com/app/299130/DreadOut_Demo/,2013-04-01,Digital Happiness,
301060,Ground Pounders - High Rez Pack,http://store.steampowered.com/app/301060/Ground_Pounders__High_Rez_Pack/,2014-05-12,Kerberos Productions Inc.,
282740,Organic Panic,http://store.steampowered.com/app/282740/Organic_Panic/,2014-05-14,Last Limb LLC,
303630,Frederic: Resurrection of Music Demo,http://store.steampowered.com/app/303630/Frederic_Resurrection_of_Music_Demo/,2014-05-23,Forever Entertainment S. A.,
267382,PAYDAY 2: The Shadow Raid Heist,http://store.steampowered.com/app/267382/PAYDAY_2_The_Shadow_Raid_Heist/,2014-05-29,OVERKILL - a Starbreeze Studio.,
309890,DubWars Demo,http://store.steampowered.com/app/309890/DubWars_Demo/,2014-06-16,MURA Interactive,
306690,PAYDAY 2: The Big Bank Heist,http://store.steampowered.com/app/306690/PAYDAY_2_The_Big_Bank_Heist/,2014-06-17,OVERKILL - a Starbreeze Studio.,
305450,Heroes Rise: The Prodigy Demo,http://store.steampowered.com/app/305450/Heroes_Rise_The_Prodigy_Demo/,2012-07-13,Choice of Games,
305440,Heroes Rise: The Hero Project Demo,http://store.steampowered.com/app/305440/Heroes_Rise_The_Hero_Project_Demo/,2013-09-20,Choice of Games,
308162,"""Precisely Calibrated Stringstick"" Bow",http://store.steampowered.com/app/308162/Precisely_Calibrated_Stringstick_Bow/,2014-06-19,Wild Shadow Studios,
308161,"""Unstable Anomaly"" Sword",http://store.steampowered.com/app/308161/Unstable_Anomaly_Sword/,2014-06-19,Wild Shadow Studios,
308160,"""Toy Knife"" Dagger",http://store.steampowered.com/app/308160/Toy_Knife_Dagger/,2014-06-19,Wild Shadow Studios,
308164,"""Lethargic Sentience"" Wand",http://store.steampowered.com/app/308164/Lethargic_Sentience_Wand/,2014-06-19,Wild Shadow Studios,
308163,"""Barely Attuned Magic Thingy"" Staff",http://store.steampowered.com/app/308163/Barely_Attuned_Magic_Thingy_Staff/,2014-06-19,Wild Shadow Studios,
306850,The Banner Saga - Mod Content,http://store.steampowered.com/app/306850/The_Banner_Saga__Mod_Content/,2014-06-20,Stoic,
295100,GRID Autosport - High Res Texture Pack,http://store.steampowered.com/app/295100/GRID_Autosport__High_Res_Texture_Pack/,2014-06-24,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",
313030,Survivor Squad Demo,http://store.steampowered.com/app/313030/Survivor_Squad_Demo/,2014-07-02,Endless Loop Studios,
313920,Heroes Rise: HeroFall Demo,http://store.steampowered.com/app/313920/Heroes_Rise_HeroFall_Demo/,2014-07-11,Choice of Games,
294560,X-Plane 10 Global - 64 Bit - Europe Scenery,http://store.steampowered.com/app/294560/XPlane_10_Global__64_Bit__Europe_Scenery/,2014-07-14,Laminar Research,
298620,X-Plane 10 Global - 64 Bit - Africa Scenery,http://store.steampowered.com/app/298620/XPlane_10_Global__64_Bit__Africa_Scenery/,2014-07-14,Laminar Research,
310410,X-Plane 10 Global - 64 Bit - Asia Scenery,http://store.steampowered.com/app/310410/XPlane_10_Global__64_Bit__Asia_Scenery/,2014-07-14,Laminar Research,
310420,X-Plane 10 Global - 64 Bit - Australia Scenery,http://store.steampowered.com/app/310420/XPlane_10_Global__64_Bit__Australia_Scenery/,2014-07-14,Laminar Research,
310430,X-Plane 10 Global - 64 Bit - North America Scenery,http://store.steampowered.com/app/310430/XPlane_10_Global__64_Bit__North_America_Scenery/,2014-07-14,Laminar Research,
310440,X-Plane 10 Global - 64 Bit - South America Scenery,http://store.steampowered.com/app/310440/XPlane_10_Global__64_Bit__South_America_Scenery/,2014-07-14,Laminar Research,
310450,Steel &amp; Steam: Episode 1,http://store.steampowered.com/app/310450/Steel__Steam_Episode_1/,2014-07-16,Red Meat Games,
314280,The Forgotten Ones,http://store.steampowered.com/app/314280/The_Forgotten_Ones/,2014-07-16,Bernt Andreas Eide,
311020,OMSI 2 Add-on AI-Articulated Bus for Vienna,http://store.steampowered.com/app/311020/OMSI_2_Addon_AIArticulated_Bus_for_Vienna/,2014-07-21,"ViewApp,MR-Software GbR",
303251,Naviros Fashionista pack,http://store.steampowered.com/app/303251/Naviros_Fashionista_pack/,2014-07-22,"JCR Soft Co., Ltd",
303250,Naviros Beginner pack,http://store.steampowered.com/app/303250/Naviros_Beginner_pack/,2014-07-22,"JCR Soft Co., Ltd",
316050,Rodina Demo,http://store.steampowered.com/app/316050/Rodina_Demo/,2014-07-28,Elliptic Games,
317430,Naviros Samurai Pack,http://store.steampowered.com/app/317430/Naviros_Samurai_Pack/,2014-08-07,"JCR Soft Co., Ltd",
316100,Aritana and the Harpy's Feather Demo,http://store.steampowered.com/app/316100/Aritana_and_the_Harpys_Feather_Demo/,2014-08-15,Duaik Entretenimento,
316869,DW8XLCE - JAPANESE VOICE OPTION,http://store.steampowered.com/app/316869/DW8XLCE__JAPANESE_VOICE_OPTION/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
319260,,http://store.steampowered.com/app/319260/NoLimits_2_Roller_Coaster_Simulation_Demo/,,,
265770,Cannons Lasers Rockets,http://store.steampowered.com/app/265770/Cannons_Lasers_Rockets/,2014-02-04,Net Games Laboratory,
318780,Dark Scavenger Demo,http://store.steampowered.com/app/318780/Dark_Scavenger_Demo/,2014-08-22,Psydra Games LLC,
316090,Bravada Demo,http://store.steampowered.com/app/316090/Bravada_Demo/,2014-08-25,Interbellum team,
319620,Airship Dragoon Demo,http://store.steampowered.com/app/319620/Airship_Dragoon_Demo/,2014-08-26,YorkshireRifles,
317160,,http://store.steampowered.com/app/317160/_/,2014-08-26,,
297897,"Nobunaga's Ambition: Souzou - ""Motonobu Serada"", ""Tsuru Oohouri"" Bushou Data",http://store.steampowered.com/app/297897/Nobunagas_Ambition_Souzou__Motonobu_Serada_Tsuru_Oohouri_Bushou_Data/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
307330,Nobunaga's Ambition: Souzou - Nobunaga Oda In-Game Face CG,http://store.steampowered.com/app/307330/Nobunagas_Ambition_Souzou__Nobunaga_Oda_InGame_Face_CG/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
297898,"Nobunaga's Ambition: Souzou - ""Goemon Ishikawa"", ""Yasuke"" Bushou Data",http://store.steampowered.com/app/297898/Nobunagas_Ambition_Souzou__Goemon_Ishikawa_Yasuke_Bushou_Data/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
297896,"Nobunaga's Ambition: Souzou - ""Teru Kushihashi"", ""Chiyome Mochiduki"" Bushou Data",http://store.steampowered.com/app/297896/Nobunagas_Ambition_Souzou__Teru_Kushihashi_Chiyome_Mochiduki_Bushou_Data/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
298771,"Nobunaga's Ambition: Souzou - ""Nobunaga's Ambition Day"" memorial set",http://store.steampowered.com/app/298771/Nobunagas_Ambition_Souzou__Nobunagas_Ambition_Day_memorial_set/,2014-08-28,"KOEI TECMO GAMES CO., LTD.",
298770,Nobunaga's Ambition: Souzou - Series 30th Anniversary Contents,http://store.steampowered.com/app/298770/Nobunagas_Ambition_Souzou__Series_30th_Anniversary_Contents/,Aug 2014,"KOEI TECMO GAMES CO., LTD.",
318320,Choice of the Deathless Demo,http://store.steampowered.com/app/318320/Choice_of_the_Deathless_Demo/,2013-12-20,Choice of Games,
214190,Minimum,http://store.steampowered.com/app/214190/Minimum/,2014-09-10,,
318640,Hero of Many - Original Soundtrack,http://store.steampowered.com/app/318640/Hero_of_Many__Original_Soundtrack/,2014-09-15,Trickster Arts,
321690,Movie Edit Pro 2015 - Movie Templates,http://store.steampowered.com/app/321690/Movie_Edit_Pro_2015__Movie_Templates/,2014-09-16,MAGIX Software GmbH,
321310,Zen Fish SIM,http://store.steampowered.com/app/321310/Zen_Fish_SIM/,2014-09-18,Irongames Studio,
323760,Dandelion - Wishes brought to you - Demo,http://store.steampowered.com/app/323760/Dandelion__Wishes_brought_to_you__Demo/,2012-08-27,"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon",
315520,Super Win the Game Soundtrack,http://store.steampowered.com/app/315520/Super_Win_the_Game_Soundtrack/,2014-10-01,Minor Key Games,
317800,Double Action Dedicated Server,http://store.steampowered.com/app/317800/Double_Action_Dedicated_Server/,2014-10-01,,
324690,A Golden Wake Demo,http://store.steampowered.com/app/324690/A_Golden_Wake_Demo/,2014-10-02,Grundislav Games,
326760,Shan Gui OST,http://store.steampowered.com/app/326760/Shan_Gui_OST/,2014-10-02,"Magenta Factory,过路乐师A",
324030,Alien: Isolation - Deluxe Edition DLC,http://store.steampowered.com/app/324030/Alien_Isolation__Deluxe_Edition_DLC/,2014-10-07,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",
325670,CRYENGINE - Wwise Project DLC,http://store.steampowered.com/app/325670/CRYENGINE__Wwise_Project_DLC/,2014-10-07,Crytek,
328120,Dragon's Prophet: Free Pack,http://store.steampowered.com/app/328120/Dragons_Prophet_Free_Pack/,2014-10-13,Runewaker,
326260,Fenix Rage Demo,http://store.steampowered.com/app/326260/Fenix_Rage_Demo/,2014-10-16,Green Lava Studios,
326220,Sky Nations Demo,http://store.steampowered.com/app/326220/Sky_Nations_Demo/,2014-10-24,Damaged,
329370,Vertical Drop Heroes - Halloween Theme,http://store.steampowered.com/app/329370/Vertical_Drop_Heroes__Halloween_Theme/,2014-10-30,Nerdook Productions,
317330,Defenders of Time,http://store.steampowered.com/app/317330/Defenders_of_Time/,2014-11-04,Four Lights,
332210,Among the Sleep: Prologue,http://store.steampowered.com/app/332210/Among_the_Sleep_Prologue/,2014-11-06,Krillbite Studio,
324130,GRID Autosport - Demoman Derby Pack,http://store.steampowered.com/app/324130/GRID_Autosport__Demoman_Derby_Pack/,2014-11-07,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",
333310,Inside The Gear Demo,http://store.steampowered.com/app/333310/Inside_The_Gear_Demo/,2014-11-17,Mykhail Konokh,
321010,Space Salvager Demo,http://store.steampowered.com/app/321010/Space_Salvager_Demo/,2014-11-25,Sam Albon,
314850,Haunted House: Cryptic Graves,http://store.steampowered.com/app/314850/Haunted_House_Cryptic_Graves/,2014-11-25,Dreampainters Software,
334990,Tesla Breaks the World Official Soundtrack,http://store.steampowered.com/app/334990/Tesla_Breaks_the_World_Official_Soundtrack/,2014-11-26,Archetype Global,
282960,Atajrubah,http://store.steampowered.com/app/282960/Atajrubah/,2014-11-27,NexyMedia,
318340,Mecha Ace Demo,http://store.steampowered.com/app/318340/Mecha_Ace_Demo/,2014-06-13,Choice of Games,
337050,Millie Demo,http://store.steampowered.com/app/337050/Millie_Demo/,2014-12-05,Forever Entertainment S. A.,
334810,Battle of Empires : 1914-1918 - Editor,http://store.steampowered.com/app/334810/Battle_of_Empires__19141918__Editor/,2014-12-10,Great War Team,
334580,Enforcer: Original Soundtrack,http://store.steampowered.com/app/334580/Enforcer_Original_Soundtrack/,2014-12-10,Odin Game Studio,
337310,Letter Quest: Grimm's Journey Demo,http://store.steampowered.com/app/337310/Letter_Quest_Grimms_Journey_Demo/,2014-12-10,Bacon Bandit Games,
337710,Tkl Online Demo,http://store.steampowered.com/app/337710/Tkl_Online_Demo/,2014-12-15,KURONEKO SOFT,
335640,Depth - SDK,http://store.steampowered.com/app/335640/Depth__SDK/,2014-12-15,Digital Confectioners,
338490,SanctuaryRPG: Black Edition Demo,http://store.steampowered.com/app/338490/SanctuaryRPG_Black_Edition_Demo/,2014-04-29,Black Shell Games,
339120,Fork Parker's Holiday Profit Hike,http://store.steampowered.com/app/339120/Fork_Parkers_Holiday_Profit_Hike/,2014-12-18,Dodge Roll,
335981,Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,http://store.steampowered.com/app/335981/Antisquad_Tasks_in_Mexico__The_Beginning_Tactics_FREE_DLC/,2014-12-22,InsGames,
339520,Psy High Demo,http://store.steampowered.com/app/339520/Psy_High_Demo/,2014-12-12,Choice of Games,
321990,Dreaming Sarah OST,http://store.steampowered.com/app/321990/Dreaming_Sarah_OST/,2015-01-06,"Andre Chagas Silva,Anthony Septim",
340890,Unhack Demo,http://store.steampowered.com/app/340890/Unhack_Demo/,2014-02-20,InvertMouse,
341210,Deity Quest Demo,http://store.steampowered.com/app/341210/Deity_Quest_Demo/,2015-01-20,Fancy Fish Games,
339480,PAYDAY 2: The Bomb Heists,http://store.steampowered.com/app/339480/PAYDAY_2_The_Bomb_Heists/,2015-01-22,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",
344140,PAYDAY 2: Dragan Character Pack,http://store.steampowered.com/app/344140/PAYDAY_2_Dragan_Character_Pack/,2015-01-22,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",
341720,Among Ripples,http://store.steampowered.com/app/341720/Among_Ripples/,2015-01-22,Eat Create Sleep,
346640,Dead State Demo,http://store.steampowered.com/app/346640/Dead_State_Demo/,2015-01-29,DoubleBear Productions,
335680,CAFE 0 ~The Drowned Mermaid~ Demo,http://store.steampowered.com/app/335680/CAFE_0_The_Drowned_Mermaid_Demo/,2011-10-04,roseVeRte,
345000,Tales of Aravorn: Seasons Of The Wolf Demo,http://store.steampowered.com/app/345000/Tales_of_Aravorn_Seasons_Of_The_Wolf_Demo/,2014-11-15,Winter Wolves,
348010,Forward to the Sky Demo,http://store.steampowered.com/app/348010/Forward_to_the_Sky_Demo/,2015-02-03,Animu Game,
346690,BANZAI PECAN: The Last Hope For the Young Century Demo,http://store.steampowered.com/app/346690/BANZAI_PECAN_The_Last_Hope_For_the_Young_Century_Demo/,2012-08-02,SERIOUS*IMPACT WORKS,
347780,Bret Airborne Demo,http://store.steampowered.com/app/347780/Bret_Airborne_Demo/,2013-04-09,Machine 22,
313372,Middle-earth: Shadow of Mordor - Test of Power,http://store.steampowered.com/app/313372/Middleearth_Shadow_of_Mordor__Test_of_Power/,2015-02-03,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",
348110,Time Rifters Demo,http://store.steampowered.com/app/348110/Time_Rifters_Demo/,2015-02-09,Proton Studio Inc,
347920,Steam and Metal Demo,http://store.steampowered.com/app/347920/Steam_and_Metal_Demo/,2015-02-09,AvrDragon,
350230,Crashed Lander Demo,http://store.steampowered.com/app/350230/Crashed_Lander_Demo/,2015-02-12,Don Whitaker,
351020,Morningstar: Descent to Deadrock Demo,http://store.steampowered.com/app/351020/Morningstar_Descent_to_Deadrock_Demo/,2015-02-17,Red Herring Labs,
349560,Stay Dead Evolution Demo,http://store.steampowered.com/app/349560/Stay_Dead_Evolution_Demo/,2015-02-17,Brucefilm,
341190,Hotline Miami 2: Wrong Number Digital Comic,http://store.steampowered.com/app/341190/Hotline_Miami_2_Wrong_Number_Digital_Comic/,2015-02-17,"Dennaton Games,Dayjob Studio",
347680,Tormentum - Dark Sorrow Demo,http://store.steampowered.com/app/347680/Tormentum__Dark_Sorrow_Demo/,2015-02-20,OhNoo Studio,
349130,Fuse - Free Brute Character Pack,http://store.steampowered.com/app/349130/Fuse__Free_Brute_Character_Pack/,2015-02-24,Mixamo,
353020,Starlaxis Supernova Edition Demo,http://store.steampowered.com/app/353020/Starlaxis_Supernova_Edition_Demo/,2015-02-24,Spiderwork Games,
351890,PAYDAY 2: The Butcher's AK/CAR Mod Pack,http://store.steampowered.com/app/351890/PAYDAY_2_The_Butchers_AKCAR_Mod_Pack/,2015-02-26,OVERKILL - a Starbreeze Studio.,
351270,Pixel: ru² Demo,http://store.steampowered.com/app/351270/Pixel_ru_Demo/,2015-03-06,C63 Industries,
348090,PAYDAY 2: The OVERKILL Pack,http://store.steampowered.com/app/348090/PAYDAY_2_The_OVERKILL_Pack/,2015-03-06,OVERKILL - a Starbreeze Studio.,
355320,After Reset RPG Demo,http://store.steampowered.com/app/355320/After_Reset_RPG_Demo/,2015-03-09,Black Cloud Studios,
355300,Night Mysteries: The Amphora Prisoner - Official Soundtrack,http://store.steampowered.com/app/355300/Night_Mysteries_The_Amphora_Prisoner__Official_Soundtrack/,2015-03-09,Anvate Games,
340540,TDP4:Team Battle,http://store.steampowered.com/app/340540/TDP4Team_Battle/,2012-09-10,JAVELIN OÜ,
354110,Supreme League of Patriots Issue 1: A Patriot Is Born Demo,http://store.steampowered.com/app/354110/Supreme_League_of_Patriots_Issue_1_A_Patriot_Is_Born_Demo/,2015-03-12,No Bull Intentions,
337640,Bermuda Demo,http://store.steampowered.com/app/337640/Bermuda_Demo/,2015-03-17,InvertMouse,
339530,Factions: Origins of Malu,http://store.steampowered.com/app/339530/Factions_Origins_of_Malu/,2015-03-23,Burning Dog Media,
355070,TDP5 Arena 3D,http://store.steampowered.com/app/355070/TDP5_Arena_3D/,2014-09-15,Javelin OÜ,
