user_id,item_id,recommend,posted_date,year,sentiment_analysis
Mossy_Gaming,440,True,2015-09-26,2015,2
76561198102421718,270550,True,2015-06-12,2015,2
76561198102421718,274940,True,2015-08-03,2015,2
76561198102421718,333930,True,2015-06-26,2015,0
76561198087407319,440,True,2014-01-15,2014,0
76561198056741844,730,True,2014-10-14,2014,1
sad-commie,294100,True,,0,0
sad-commie,212070,True,2014-07-09,2014,2
sad-commie,264140,True,2014-03-13,2014,2
76561198030567998,332800,True,2014-11-11,2014,1
76561198030567998,319630,True,2015-07-21,2015,2
76561198030567998,6020,True,2015-07-05,2015,1
76561198030567998,55230,True,2015-03-12,2015,2
76561198030567998,32430,True,2014-02-23,2014,2
Coldaniel,35450,True,2015-03-22,2015,2
Coldaniel,440,True,2014-08-21,2014,2
Coldaniel,236390,True,2015-03-13,2015,2
therealmorty,351570,True,2015-03-20,2015,2
therealmorty,212680,True,2015-03-07,2015,0
Berserklejerker,391540,True,2015-10-10,2015,1
76561198061730629,550,True,2014-07-06,2014,2
YoHuNz,440,True,2014-06-19,2014,1
YoHuNz,570,True,2014-02-19,2014,1
possessioniskey,440,True,2015-12-24,2015,0
possessioniskey,113400,True,2014-05-17,2014,0
76561198093112529,440,True,2014-08-09,2014,1
76561198060447950,200510,True,2015-09-26,2015,2
whiteofwolfing,730,True,2015-05-22,2015,2
76561198081962345,200210,True,,0,2
76561198081962345,1250,True,2014-04-05,2014,1
76561198073210139,304050,True,,0,0
Nozomikat,265610,True,2015-12-30,2015,0
Nozomikat,264200,True,2014-08-01,2014,1
Nozomikat,417860,True,2015-12-26,2015,0
Nozomikat,213670,True,2014-12-30,2014,2
Nozomikat,210770,True,2013-12-04,2013,0
xfluttersx,351640,True,2015-11-10,2015,2
xfluttersx,202530,False,,0,2
xfluttersx,105600,True,2012-08-27,2012,2
xfluttersx,440,True,2014-02-05,2014,2
xfluttersx,47870,True,2013-01-27,2013,2
76561198056290589,730,True,2014-12-16,2014,2
ii_voltage_ii,253710,False,2014-06-29,2014,0
ii_voltage_ii,339280,True,2015-04-11,2015,2
76561198097762318,440,True,2015-11-11,2015,1
76561198097762318,233150,True,2014-12-26,2014,0
Hirukaz,550,True,2013-01-17,2013,0
StelerForYou,730,True,2015-07-17,2015,2
StelerForYou,211820,True,2013-12-29,2013,2
76561198183396245,440,True,2015-05-06,2015,2
Xx-Woods,346330,False,,0,1
Xx-Woods,224260,True,2015-01-26,2015,2
Xx-Woods,317360,True,2014-11-16,2014,2
Xx-Woods,295550,True,2014-08-17,2014,2
Xx-Woods,250180,True,2014-07-21,2014,1
Xx-Woods,227940,True,2014-07-19,2014,1
Xx-Woods,17520,True,2014-02-08,2014,2
Xx-Woods,113420,True,2014-01-07,2014,2
kevinator23,320760,True,2015-07-06,2015,0
kevinator23,8850,True,2015-09-06,2015,2
kevinator23,233720,True,2014-04-24,2014,0
kevinator23,218620,True,2015-07-06,2015,0
kevinator23,730,True,2015-01-27,2015,2
kevinator23,220240,True,2014-05-24,2014,2
kevinator23,440,True,2012-10-20,2012,2
76561198090715178,4000,True,2014-03-28,2014,2
76561198090715178,304930,True,2014-07-09,2014,2
76561198073784601,221100,True,2015-03-26,2015,2
76561198073784601,299740,False,,0,0
mimimomoma,730,True,2015-11-23,2015,0
76561198102410011,440,True,2015-09-14,2015,1
de_Butl3r,209870,True,2014-10-13,2014,0
76561198027947401,322170,True,,0,2
76561198027947401,304050,True,,0,2
Bluezap1,440,True,2015-12-27,2015,2
Bluezap1,730,True,2015-05-13,2015,2
Bluezap1,362890,True,2015-12-27,2015,2
Bluezap1,413850,True,2015-12-21,2015,1
76561198074200011,730,True,2015-11-15,2015,2
jonasdbomb,346110,True,,0,2
L1J1N,570,True,2014-06-13,2014,2
Lord_Exploit,311560,True,2015-03-13,2015,2
Lord_Exploit,322170,True,2015-01-07,2015,2
AVATAR715,440,True,2015-11-18,2015,2
AVATAR715,248570,True,2014-06-01,2014,0
AVATAR715,264140,True,2014-03-18,2014,0
AVATAR715,4000,True,2014-02-16,2014,0
AVATAR715,266430,True,2015-02-25,2015,2
AVATAR715,316010,True,2015-08-15,2015,2
AVATAR715,249570,True,2014-12-25,2014,0
YieuwMage,730,True,,0,2
A-Very-Sly-Person,304930,True,2015-08-14,2015,1
A-Very-Sly-Person,440,True,2014-11-11,2014,1
76561197994493402,365590,True,,0,0
76561197994493402,264200,True,2015-03-01,2015,2
76561197994493402,440,True,2014-11-27,2014,2
76561198188979775,440,True,,0,2
97396295,301520,True,2014-08-23,2014,2
97396295,218230,False,2014-07-10,2014,2
97396295,291550,False,,0,1
76561198126640317,221100,True,2015-02-14,2015,2
76561198126640317,316010,True,2015-09-12,2015,2
76561198126640317,218230,True,2015-09-12,2015,2
76561198126640317,333930,True,2015-07-01,2015,2
76561198126640317,222880,True,2015-07-01,2015,0
76561198126640317,730,True,2015-06-15,2015,2
DemonicWolvz,55230,True,2015-01-15,2015,2
DemonicWolvz,232090,True,2015-04-29,2015,2
DemonicWolvz,4000,True,2015-03-29,2015,0
DemonicWolvz,206420,True,2014-11-23,2014,2
DemonicWolvz,224260,True,2014-02-12,2014,0
DemonicWolvz,550,True,2013-12-26,2013,2
DieMadchenschanderin,346110,True,2015-08-29,2015,2
DieMadchenschanderin,454890,True,,0,2
GGargula,570,False,,0,1
Myther43,273350,True,,0,2
getf0kinn0sc0pedm9,730,True,2015-05-31,2015,0
getf0kinn0sc0pedm9,440,False,,0,0
76561198141443390,730,True,2015-05-03,2015,2
76561198097333029,570,True,,0,0
whodafuqisthisguilao,730,True,2015-08-06,2015,2
Magjiikal,370480,True,2015-10-05,2015,2
ohnospaghet,440,True,2014-09-30,2014,2
ohnospaghet,266210,True,2015-03-10,2015,2
ohnospaghet,252490,False,,0,0
ohnospaghet,264200,True,2015-03-10,2015,2
2768820078,287700,True,2015-09-01,2015,1
2768820078,730,False,,0,1
2768820078,310950,True,,0,1
2768820078,377160,True,2015-11-18,2015,1
2768820078,221380,True,2015-08-08,2015,1
2768820078,333950,True,2015-07-15,2015,1
2768820078,222420,False,2015-06-12,2015,1
2768820078,271590,True,2015-05-19,2015,1
2768820078,298110,True,2015-05-11,2015,1
2768820078,222440,True,2015-05-02,2015,1
76561198056392326,259530,True,,0,1
76561198056392326,219640,False,,0,1
76561198056392326,269210,False,,0,1
2d4nk4m3,317470,False,2014-08-20,2014,0
2d4nk4m3,47410,True,2014-03-18,2014,2
76561198078478151,730,True,,0,1
exiaez,365450,True,,0,1
76561198095921854,245620,True,2015-05-01,2015,2
EizanAratoFujimaki,70,True,2015-10-28,2015,0
EizanAratoFujimaki,359550,False,,0,1
TeCool,274980,True,2014-12-15,2014,2
TeCool,339280,True,2015-04-11,2015,2
2xDelorean,570,True,2015-09-13,2015,1
2xDelorean,212680,True,2013-07-26,2013,2
2xDelorean,200210,True,2013-05-18,2013,2
2xDelorean,440,True,2011-10-30,2011,2
washington_,440,False,,0,0
washington_,4000,True,,0,2
washington_,211820,True,,0,1
washington_,10180,True,,0,1
washington_,252490,True,,0,1
washington_,417860,True,2015-12-13,2015,1
76561198088944293,359550,True,,0,1
76561198088944293,107410,True,,0,2
76561198088944293,218230,False,,0,1
76561198088944293,437701,False,,0,1
76561198088944293,304930,True,2014-12-13,2014,1
76561198051258119,730,True,2015-02-04,2015,2
nubquake123,265610,True,2014-04-21,2014,2
Pyromanic,31280,True,2013-02-15,2013,2
Pyromanic,4000,True,2013-02-15,2013,2
Pyromanic,240,True,2013-02-15,2013,2
76561198109656922,440,True,,0,2
CobRazor,252490,True,2015-08-01,2015,0
relesprit,8930,True,2013-12-27,2013,2
WitchHunter4542,304930,True,2014-07-16,2014,2
WitchHunter4542,237310,True,2015-01-13,2015,0
WitchHunter4542,224260,True,2014-01-11,2014,2
pwrt,230410,True,2015-09-03,2015,2
pwrt,440,True,2014-01-20,2014,2
wantmahbody,440,True,2014-05-03,2014,2
76561198115868847,219640,False,,0,0
benedictcuminherbatch,570,True,2014-08-02,2014,2
76561198031207016,8930,True,2014-03-17,2014,2
76561198043458582,105600,True,2015-07-19,2015,0
76561198043458582,221100,True,2015-05-26,2015,2
76561198043458582,107410,True,2015-11-22,2015,2
76561198043458582,231430,True,2014-10-18,2014,1
smashiroshh,218620,True,2014-12-30,2014,2
shark854,225540,True,,0,2
killbunny38,570,True,2015-01-22,2015,2
killbunny38,333930,False,2015-08-20,2015,0
76561198047630659,230410,False,2015-05-14,2015,2
1337lolroflmao,271590,True,2015-04-13,2015,1
1337lolroflmao,218620,True,2014-10-01,2014,2
1337lolroflmao,7940,True,2013-12-28,2013,2
1337lolroflmao,234190,True,2014-11-30,2014,0
1337lolroflmao,10180,True,2013-12-28,2013,2
1337lolroflmao,33900,True,2013-12-28,2013,2
1337lolroflmao,261030,True,2015-01-05,2015,2
1337lolroflmao,243470,True,2014-12-23,2014,0
76561198060039459,570,False,2014-10-04,2014,1
OzfurAtlas,218620,False,,0,1
OzfurAtlas,4700,True,,0,1
OzfurAtlas,212680,True,2013-12-08,2013,0
76561198065593074,304930,False,2015-11-06,2015,0
76561198065593074,730,False,,0,0
76561198065593074,304050,True,2015-09-23,2015,2
76561198065593074,203750,True,2014-05-31,2014,0
76561198044169764,227940,False,2015-06-24,2015,1
76561198044169764,355180,False,2015-07-22,2015,2
76561198044169764,730,True,,0,0
76561198044169764,4000,True,2015-06-03,2015,1
euzi,236390,True,2014-07-26,2014,2
lucasrash,440,True,,0,1
thisissohardtomakeoneup,440,True,2014-04-12,2014,1
76561198087010391,4000,True,2015-04-04,2015,2
66666669999999,302830,False,2015-01-05,2015,1
76561198061174192,220200,True,2014-09-14,2014,2
76561198061174192,242760,True,2014-09-14,2014,2
ReMiXOfficalSteam,352460,True,2015-10-12,2015,2
Wilfire77,322920,True,2015-03-22,2015,2
76561198084390807,234792,True,2015-12-01,2015,1
76561198084390807,252490,True,2014-05-10,2014,2
Mastic,304050,False,2015-08-01,2015,0
Mastic,297130,True,,0,0
Mastic,397570,True,,0,2
Mastic,550,True,2014-12-30,2014,2
Mastic,206420,True,2014-12-27,2014,2
Mastic,278360,False,,0,0
76561198028286104,10180,True,2013-12-26,2013,2
tarjla,242760,True,,0,2
tarjla,304930,True,2014-07-13,2014,2
tarjla,441790,True,,0,2
tarjla,265750,True,2015-01-28,2015,0
tarjla,252490,True,2014-05-08,2014,2
tarjla,4000,True,2013-11-21,2013,2
tarjla,211820,True,2013-12-07,2013,0
tarjla,105600,True,2013-02-09,2013,2
tarjla,730,True,2014-01-09,2014,2
deathnz1,233110,False,,0,0
deathnz1,322910,False,,0,2
deathnz1,276340,True,2014-12-26,2014,2
readingthis4noobs,227940,True,,0,2
76561198104393251,304930,True,2015-03-13,2015,1
76561198075322986,730,True,,0,1
redsncrimson,448530,True,,0,2
redsncrimson,304410,True,,0,2
redsncrimson,620,True,,0,2
redsncrimson,274920,True,2014-12-23,2014,2
redsncrimson,211820,True,2013-12-26,2013,2
redsncrimson,219890,True,,0,2
redsncrimson,49520,True,2013-05-18,2013,2
redsncrimson,223510,True,2013-01-09,2013,0
redsncrimson,440,True,2012-11-30,2012,2
76561198151910904,252950,True,,0,2
H1DD3NT3RR0R,240,True,2014-03-10,2014,2
H1DD3NT3RR0R,105600,True,2014-02-27,2014,0
H1DD3NT3RR0R,204300,True,2013-11-25,2013,2
H1DD3NT3RR0R,730,True,2014-06-11,2014,0
H1DD3NT3RR0R,440,False,2015-09-04,2015,0
H1DD3NT3RR0R,570,True,2014-06-18,2014,0
76561198071214618,268750,True,2015-05-11,2015,2
76561198115115631,570,True,2015-05-22,2015,2
76561198071175142,570,True,2015-08-10,2015,2
76561198071175142,271590,True,2015-07-07,2015,2
t8s,360870,True,2015-05-13,2015,0
t8s,730,True,2015-05-02,2015,2
pikawuu2,230410,True,,0,0
pikawuu2,12900,True,2013-09-15,2013,2
Sammeh00,301520,True,2014-11-04,2014,2
Michaelele,6060,True,2014-08-07,2014,0
Michaelele,730,True,2014-06-30,2014,2
Michaelele,107410,True,2014-08-21,2014,0
Michaelele,304930,True,2014-07-16,2014,2
76561198045754869,335670,True,2015-08-07,2015,0
76561198076098774,215080,True,2015-08-02,2015,2
76561198103253374,570,True,2014-02-24,2014,0
76561198048417105,271590,True,2015-12-28,2015,2
76561198048417105,730,True,2015-02-27,2015,2
76561198048417105,244160,True,,0,2
76561198048417105,270880,True,,0,2
76561198090842891,8190,True,2015-01-16,2015,2
76561198055767971,247730,False,2015-06-10,2015,0
adohya343,303390,False,,0,1
76561198145436942,221100,True,2014-08-02,2014,2
3xotic26,500,True,2014-02-26,2014,2
3xotic26,440,True,2014-02-26,2014,2
3xotic26,49520,True,2014-02-26,2014,2
3xotic26,550,True,2013-07-15,2013,2
iamthetrashlord,206420,True,2015-06-16,2015,1
iamthetrashlord,213670,True,2014-07-20,2014,2
3dster,550,True,2015-08-24,2015,2
76561198079990063,231040,True,2014-03-14,2014,2
Forty-Nine,221100,True,2014-08-28,2014,0
Forty-Nine,376300,False,,0,2
L4M1NAS,227940,True,,0,2
L4M1NAS,221100,True,2015-03-05,2015,2
76561198096766604,301520,False,,0,0
76561197995322437,264710,True,2015-07-23,2015,2
imsojipper,218620,True,2014-07-07,2014,2
76561198084542731,206420,True,2015-01-16,2015,1
76561198084542731,47790,True,2014-02-16,2014,2
76561198103671881,570,True,2015-04-11,2015,2
mrpfresh,236110,True,,0,0
mrpfresh,346110,True,2015-10-16,2015,0
mrpfresh,232790,True,,0,1
GamerFag,440,True,2012-07-15,2012,2
GamerFag,70,True,2011-01-27,2011,0
GamerFag,420,True,2011-01-27,2011,2
GamerFag,380,True,2011-01-27,2011,2
GamerFag,220,True,2011-01-27,2011,2
GamerFag,1250,True,2010-12-16,2010,2
chidori_647,219990,True,2013-12-15,2013,0
chidori_647,213670,True,2014-03-05,2014,1
chidori_647,21100,False,2013-11-30,2013,0
chidori_647,8190,True,2013-12-02,2013,0
chidori_647,215470,False,2013-11-28,2013,0
76561198092227136,730,True,2014-09-11,2014,2
76561198092227136,1250,True,2014-05-26,2014,1
hellcat59,4000,True,2014-07-18,2014,2
tbimperator,35450,True,2012-05-22,2012,2
Allahu_Akbar666,230410,True,2015-01-17,2015,2
Allahu_Akbar666,304930,False,2014-10-24,2014,0
ulramite,290020,True,2014-10-27,2014,0
ulramite,248860,True,2014-02-08,2014,2
ulramite,211820,True,,0,2
76561198054040292,298260,True,2015-03-13,2015,0
I_DID_911_JUST_SAYING,214420,True,,0,2
I_DID_911_JUST_SAYING,365670,True,,0,1
I_DID_911_JUST_SAYING,440,True,,0,2
I_DID_911_JUST_SAYING,4000,True,,0,2
I_DID_911_JUST_SAYING,221260,True,2013-05-06,2013,0
750805,369070,False,,0,2
diabeticfuck,218620,True,2015-08-31,2015,0
diabeticfuck,419070,True,2015-12-28,2015,1
diabeticfuck,333930,False,2015-11-23,2015,2
diabeticfuck,287700,True,2015-09-04,2015,1
76561198054465623,302830,False,2015-01-10,2015,0
76561198054465623,24240,True,2014-01-04,2014,2
76561198054465623,39800,True,2015-04-24,2015,1
76561198054465623,105600,True,2015-07-13,2015,2
76561198054465623,113020,True,2014-04-03,2014,2
aaropro,440,True,2014-08-29,2014,2
aaropro,221100,True,,0,2
FrankoWalker,310370,True,2015-01-04,2015,2
FrankoWalker,236390,True,2014-05-16,2014,0
LightfootSword7,221100,False,2015-11-26,2015,0
LightfootSword7,383870,True,,0,2
SALTTHEW0UND,248820,True,2015-06-12,2015,1
SALTTHEW0UND,730,True,2014-08-28,2014,2
SALTTHEW0UND,550,True,2014-05-20,2014,2
SALTTHEW0UND,204030,True,2014-03-25,2014,2
SALTTHEW0UND,440,True,2013-12-02,2013,2
express157,304930,True,2014-09-02,2014,2
76561198074644990,242760,True,2015-02-05,2015,1
76561198074644990,207230,True,2015-02-06,2015,2
76561198074644990,9180,False,2013-12-24,2013,0
76561198064304806,730,True,2015-12-11,2015,0
TomoeMamiewe,10150,True,2014-02-16,2014,1
TomoeMamiewe,4000,True,,0,1
76561198057086148,214950,True,2015-01-17,2015,0
Acidius99,218620,True,2014-06-21,2014,2
Acidius99,261640,True,,0,2
Acidius99,220240,True,2014-12-30,2014,2
acorn13,271590,True,2015-05-01,2015,2
adamcookie,570,True,,0,2
AddzyTheBaddzy,291550,True,2015-02-02,2015,2
AddzyTheBaddzy,259080,True,2013-12-16,2013,2
mradobe7,275850,False,,0,0
76561198167207237,337320,True,,0,1
76561198167207237,391540,True,2015-12-25,2015,0
76561198167207237,265930,True,2015-11-29,2015,1
76561198167207237,620,True,2015-11-06,2015,2
cancerkek,730,True,2015-02-27,2015,1
76561198073508075,10090,True,2014-04-13,2014,2
76561198073508075,218680,True,2014-06-07,2014,0
76561198090899557,252490,False,,0,0
advenger95,22370,True,2015-06-05,2015,2
advenger95,307690,True,2015-09-02,2015,2
EndAtHallow,1250,True,2015-01-15,2015,2
76561198063624801,440,True,2014-01-12,2014,0
aeryal,440,True,2014-05-03,2014,2
76561198015968275,248610,True,2015-09-06,2015,0
Agiegamma,208090,True,2014-02-12,2014,2
76561198082614708,250340,True,2014-04-28,2014,2
Agronoth,221640,True,2015-04-24,2015,2
Agronoth,104900,True,2015-03-21,2015,2
Agronoth,105600,True,2015-02-28,2015,2
Agronoth,9450,False,2015-07-15,2015,2
UnholyFallenAngel,262410,True,2014-10-07,2014,2
UnholyFallenAngel,222940,True,2015-12-22,2015,2
UnholyFallenAngel,221040,True,2014-05-06,2014,1
76561198068565589,221100,True,2014-02-22,2014,1
76561198068565589,286570,True,2015-07-18,2015,0
SlutOnTheSpit,4000,True,2014-01-02,2014,2
WestyGaming,223710,True,2014-06-07,2014,1
NaruseAiria,317360,True,2014-10-28,2014,2
NaruseAiria,108600,True,2014-10-15,2014,0
NaruseAiria,259080,True,2013-12-20,2013,2
NaruseAiria,208520,True,2013-12-06,2013,2
76561198067713802,239660,True,2015-09-27,2015,2
76561198067713802,304930,True,2015-03-28,2015,2
76561198187212131,730,True,,0,2
alansiulun,265930,True,2015-05-21,2015,2
Albolah,283920,True,2015-12-29,2015,2
Albolah,440,True,2015-10-18,2015,2
Albolah,294650,True,2015-12-30,2015,2
76561198003056556,432020,False,,0,0
76561198003056556,233720,True,2014-08-15,2014,1
maxpaynepillkiller,319630,True,,0,0
maxpaynepillkiller,12120,True,2015-12-30,2015,2
maxpaynepillkiller,241930,True,,0,1
maxpaynepillkiller,428690,True,,0,2
maxpaynepillkiller,55230,True,2015-10-07,2015,2
maxpaynepillkiller,243470,False,,0,0
76561198095481910,208090,True,2014-02-01,2014,0
76561198164545985,730,True,,0,2
AlkalineDeath,228280,True,2015-03-02,2015,2
AlkalineDeath,240760,True,2014-10-16,2014,2
76561198075935236,250900,True,2015-08-27,2015,2
mintifreshbadger,35450,True,2015-11-09,2015,1
AlpacaRevolution,9900,True,,0,2
AlpacaRevolution,212680,True,2014-10-02,2014,2
AlpacaRevolution,346110,False,2015-09-13,2015,2
AlphaBryn444,236370,True,,0,0
76561198009001563,570,True,2014-09-03,2014,1
76561198016753953,570,True,2014-01-27,2014,1
smegmyfoodle,346010,True,2015-02-03,2015,2
smegmyfoodle,239250,True,2015-01-22,2015,0
76561198057869849,313120,True,2015-06-01,2015,2
lol_ursuchanoob,218620,True,2014-08-08,2014,0
lol_ursuchanoob,220240,True,2014-03-12,2014,2
lol_ursuchanoob,17300,True,2014-01-23,2014,2
AMV72,206440,True,2013-01-21,2013,2
AMV72,209100,False,2012-09-27,2012,0
AMV72,209000,True,2013-11-25,2013,2
AMV72,218060,True,2013-11-25,2013,2
AMV72,24240,True,2012-07-19,2012,2
76561198069170979,440,True,2015-06-26,2015,2
76561198085956238,224540,False,,0,0
76561198085956238,242860,False,,0,0
76561198085956238,47410,True,,0,2
76561198132540690,730,True,2015-05-26,2015,0
76561198132540690,220200,True,2015-03-05,2015,1
711armageddoncarmageddon,113020,True,2015-07-04,2015,1
711armageddoncarmageddon,105600,True,2015-07-03,2015,2
711armageddoncarmageddon,9480,True,2015-07-03,2015,2
76561198034868596,359870,True,,0,2
Andraison,22230,True,2015-07-31,2015,0
76561198069560699,550,True,2013-12-30,2013,2
76561198069560699,259080,True,2013-12-16,2013,2
76561198069560699,8870,True,2014-03-26,2014,2
76561198099625419,230410,True,2014-05-08,2014,1
76561198099625419,200260,True,2014-05-08,2014,1
76561198099625419,19900,True,2013-12-22,2013,2
76561198099625419,241540,True,2013-12-20,2013,1
76561198099625419,220,True,2013-11-28,2013,1
76561198084032274,227940,False,2014-10-29,2014,0
76561198084032274,236390,False,2014-09-29,2014,2
Angrovar,17390,True,2014-08-16,2014,2
Angrovar,359320,True,2015-11-11,2015,1
AngryAinsley,317360,True,2015-08-01,2015,2
AngryAinsley,253030,True,2015-08-01,2015,2
AngryAinsley,264710,True,2015-04-07,2015,2
uradumbtit,274310,True,2014-05-29,2014,1
uradumbtit,4000,True,2014-08-04,2014,2
76561198037038784,252470,True,,0,2
IKillNoobsFirst,730,True,2015-03-27,2015,2
76561198037888300,344770,True,2015-09-12,2015,2
1234865654,22380,True,2014-06-29,2014,2
76561198084123358,9900,True,2015-02-07,2015,2
Apachehavoc,107410,False,2014-10-31,2014,1
ApexNZ,221640,True,2014-02-03,2014,2
ApexNZ,202170,True,2014-05-09,2014,2
ApexNZ,49520,True,2014-02-09,2014,1
ApexNZ,245490,True,2014-08-19,2014,2
ApexNZ,313120,True,2015-02-28,2015,2
76561198039441595,113020,False,2014-06-09,2014,1
76561198039441595,319510,False,2015-01-23,2015,2
76561198039441595,20,False,2014-06-20,2014,1
76561198039441595,209080,False,2014-05-31,2014,0
76561198039441595,223470,False,2014-05-07,2014,1
76561198039441595,417860,True,2015-11-20,2015,1
76561198039441595,269250,True,2015-05-06,2015,2
76561198039441595,8190,True,2014-05-31,2014,0
76561198036687918,377160,True,2015-12-20,2015,1
benjamin27,730,True,2015-11-20,2015,1
AppoGetsSuperAdmin,212500,True,2015-06-26,2015,1
AppoGetsSuperAdmin,570,False,2015-08-29,2015,0
AppoGetsSuperAdmin,104900,True,2015-08-08,2015,1
76561198071475367,12160,True,,0,2
76561198065064829,219640,True,,0,2
XABLAUziitu,214420,False,2015-12-22,2015,2
XABLAUziitu,105600,True,2015-10-17,2015,1
XABLAUziitu,440,True,2013-02-15,2013,1
XABLAUziitu,200210,True,2013-01-24,2013,1
76561198012909706,218130,True,2013-12-07,2013,2
