item_id,title,url,release_date,developer,price
775880,RC Plane 3 - Canyon Scenario,http://store.steampowered.com/app/775880/RC_Plane_3__Canyon_Scenario/,2017-12-22,FrozenPepper,2.99
775881,RC Plane 3 - F-53B,http://store.steampowered.com/app/775881/RC_Plane_3__F53B/,2017-12-23,FrozenPepper,2.99
653960,DinoBlaster,http://store.steampowered.com/app/653960/DinoBlaster/,2018-01-03,Casey Labrack,4.99
777910,Robotpencil Presents: Understanding 3D for Concept,http://store.steampowered.com/app/777910/Robotpencil_Presents_Understanding_3D_for_Concept/,2018-01-03,,4.99
282010,Carmageddon Max Pack,http://store.steampowered.com/app/282010/Carmageddon_Max_Pack/,1997-06-30,Stainless Games Ltd,9.99
70,Half-Life,http://store.steampowered.com/app/70/HalfLife/,1998-11-08,Valve,9.99
752360,Fallen Mage,http://store.steampowered.com/app/752360/Fallen_Mage/,2016-11-25,dev4play,1.99
594200,,http://store.steampowered.com/app/594200/Dont_Get_Hit_In_The_Face/,,,3.99
766850,Vaporwave Simulator,http://store.steampowered.com/app/766850/Vaporwave_Simulator/,2018-01-01,ETGgames,0.99
754360,Underdone - Soundtrack,http://store.steampowered.com/app/754360/Underdone__Soundtrack/,2018-01-01,The Commander,8.99
716110,Bitcoin Clicker,http://store.steampowered.com/app/716110/Bitcoin_Clicker/,2018-01-01,"lalalaZero,Urbanoff",0.99
1640,Disciples II: Gallean's Return,http://store.steampowered.com/app/1640/Disciples_II_Galleans_Return/,2006-07-06,Strategy First,6.99
1630,Disciples II: Rise of the Elves,http://store.steampowered.com/app/1630/Disciples_II_Rise_of_the_Elves/,2006-07-06,Strategy First,6.99
2400,The Ship: Murder Party,http://store.steampowered.com/app/2400/The_Ship_Murder_Party/,2006-07-11,Outerlight Ltd.,9.99
759920,Souland,http://store.steampowered.com/app/759920/Souland/,2017-12-29,Ultraint,7.99
603280,TAROTICA VOO DOO,http://store.steampowered.com/app/603280/TAROTICA_VOO_DOO/,2017-12-29,TPM.CO SOFT WORKS,10.99
753110,Chronicles of Vinland,http://store.steampowered.com/app/753110/Chronicles_of_Vinland/,2017-12-29,Wonderbox Games,9.99
753100,Orbitality,http://store.steampowered.com/app/753100/Orbitality/,2017-12-29,Wonderbox Games,9.99
769350,,http://store.steampowered.com/app/769350/Medicalholodeck_Personal_Version/,,,29.99
764280,Atomic Adam: Episode 1,http://store.steampowered.com/app/764280/Atomic_Adam_Episode_1/,2017-12-30,Mad Unicorn Games,1.99
758550,Mirt. Tales of the Cold Land. Chapter 2,http://store.steampowered.com/app/758550/Mirt_Tales_of_the_Cold_Land_Chapter_2/,2017-12-29,Emanon Studios,0.99
3800,Advent Rising,http://store.steampowered.com/app/3800/Advent_Rising/,2005-08-09,GlyphX Games,9.99
1520,DEFCON,http://store.steampowered.com/app/1520/DEFCON/,2006-09-29,Introversion Software,9.99
2420,The Ship: Single Player,http://store.steampowered.com/app/2420/The_Ship_Single_Player/,2006-11-20,Outerlight Ltd.,9.99
4000,Garry's Mod,http://store.steampowered.com/app/4000/Garrys_Mod/,2006-11-29,Facepunch Studios,9.99
4230,RACE - The WTCC Game,http://store.steampowered.com/app/4230/RACE__The_WTCC_Game/,2006-11-24,SimBin,39.99
4900,Zen of Sudoku,http://store.steampowered.com/app/4900/Zen_of_Sudoku/,2006-12-14,Unknown Worlds Entertainment,0.0
2520,Gumboy - Crazy Adventures™,http://store.steampowered.com/app/2520/Gumboy__Crazy_Adventures/,2006-12-19,"CINEMAX, s.r.o.",4.99
6200,Ghost Master®,http://store.steampowered.com/app/6200/Ghost_Master/,2003-08-23,Sick Puppies,4.99
6210,Vegas: Make It Big™,http://store.steampowered.com/app/6210/Vegas_Make_It_Big/,2006-12-21,Deepred,4.99
6300,Dreamfall: The Longest Journey,http://store.steampowered.com/app/6300/Dreamfall_The_Longest_Journey/,2006-04-17,Funcom,19.99
2990,FlatOut 2™,http://store.steampowered.com/app/2990/FlatOut_2/,2006-08-01,Bugbear Entertainment,9.99
6220,FlatOut,http://store.steampowered.com/app/6220/FlatOut/,2005-07-12,Bugbear Entertainment,7.49
6510,Lost Planet™: Extreme Condition,http://store.steampowered.com/app/6510/Lost_Planet_Extreme_Condition/,2007-06-26,"CAPCOM Co., Ltd.",14.99
3980,CivCity: Rome,http://store.steampowered.com/app/3980/CivCity_Rome/,2006-07-24,"FireFly Studios,Firaxis Games",9.99
1700,Arx Fatalis,http://store.steampowered.com/app/1700/Arx_Fatalis/,2002-11-12,Arkane Studios,4.99
6310,The Longest Journey,http://store.steampowered.com/app/6310/The_Longest_Journey/,2000-11-17,Funcom,9.99
3990,Civilization IV®: Warlords,http://store.steampowered.com/app/3990/Civilization_IV_Warlords/,2006-07-24,Firaxis Games,4.99
7610,Railroad Tycoon 3,http://store.steampowered.com/app/7610/Railroad_Tycoon_3/,2003-10-23,PopTop,9.99
7600,Sid Meier's Railroads!,http://store.steampowered.com/app/7600/Sid_Meiers_Railroads/,2006-10-16,"Firaxis Games,Feral Interactive (Mac)",9.99
7620,Railroad Tycoon II Platinum,http://store.steampowered.com/app/7620/Railroad_Tycoon_II_Platinum/,1998-10-31,PopTop,4.99
2540,RIP - Trilogy™,http://store.steampowered.com/app/2540/RIP__Trilogy/,2007-06-01,Elephant Games,4.99
7650,X-COM: Terror From the Deep,http://store.steampowered.com/app/7650/XCOM_Terror_From_the_Deep/,1995-04-01,"MicroProse Software, Inc",4.99
8000,Tomb Raider: Anniversary,http://store.steampowered.com/app/8000/Tomb_Raider_Anniversary/,2007-06-05,"Crystal Dynamics,Feral Interactive (Mac)",8.99
6550,Devil May Cry® 3 Special Edition,http://store.steampowered.com/app/6550/Devil_May_Cry_3_Special_Edition/,2006-05-23,"CAPCOM Co., Ltd.",19.99
8200,Sam &amp; Max 101: Culture Shock,http://store.steampowered.com/app/8200/Sam__Max_101_Culture_Shock/,2006-10-17,Telltale Games,19.99
2290,Final DOOM,http://store.steampowered.com/app/2290/Final_DOOM/,1996-06-17,id Software,4.99
8210,Sam &amp; Max 102: Situation: Comedy,http://store.steampowered.com/app/8210/Sam__Max_102_Situation_Comedy/,2006-12-20,Telltale Games,19.99
2280,Ultimate Doom,http://store.steampowered.com/app/2280/Ultimate_Doom/,1995-04-30,id Software,4.99
9160,Master Levels for Doom II,http://store.steampowered.com/app/9160/Master_Levels_for_Doom_II/,1995-06-01,id Software,14.99
2300,DOOM II,http://store.steampowered.com/app/2300/DOOM_II/,1994-05-05,id Software,4.99
2270,Wolfenstein 3D,http://store.steampowered.com/app/2270/Wolfenstein_3D/,1994-08-03,id Software,4.99
9010,Return to Castle Wolfenstein,http://store.steampowered.com/app/9010/Return_to_Castle_Wolfenstein/,2001-11-20,Gray Matter Studios,4.99
9040,QUAKE Mission Pack 1: Scourge of Armagon,http://store.steampowered.com/app/9040/QUAKE_Mission_Pack_1_Scourge_of_Armagon/,1997-02-28,Ritual Entertainment,2.99
9000,Spear of Destiny,http://store.steampowered.com/app/9000/Spear_of_Destiny/,1993-10-10,id Software,2.99
3810,BloodRayne,http://store.steampowered.com/app/3810/,2003-09-09,Terminal Reality,9.99
9030,QUAKE Mission Pack 2: Dissolution of Eternity,http://store.steampowered.com/app/9030/QUAKE_Mission_Pack_2_Dissolution_of_Eternity/,2007-08-03,Rogue Entertainment,2.99
2310,QUAKE,http://store.steampowered.com/app/2310/QUAKE/,2007-05-31,id Software,4.99
3230,Genesis Rising,http://store.steampowered.com/app/3230/Genesis_Rising/,2007-03-20,Metamorf,4.99
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",http://store.steampowered.com/app/9310/Warhammer_40000_Dawn_of_War__Winter_Assault/,2006-01-01,Relic Entertainment,12.99
7670,BioShock™,http://store.steampowered.com/app/7670/BioShock/,2007-08-21,"2K Boston,2K Australia",19.99
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",http://store.steampowered.com/app/4570/Warhammer_40000_Dawn_of_War__Game_of_the_Year_Edition/,2006-01-01,Relic Entertainment,12.99
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",http://store.steampowered.com/app/4580/Warhammer_40000_Dawn_of_War__Dark_Crusade/,2006-10-09,Relic Entertainment,12.99
4760,Rome: Total War™ - Collection,http://store.steampowered.com/app/4760/Rome_Total_War__Collection/,2004-09-22,The Creative Assembly,9.99
4770,Rome: Total War™ - Alexander,http://store.steampowered.com/app/4770/Rome_Total_War__Alexander/,2006-06-26,The Creative Assembly,4.99
50970,Mystery Case Files: Madame Fate®,http://store.steampowered.com/app/50970/Mystery_Case_Files_Madame_Fate/,2007-12-14,Big Fish Games,6.99
12130,Manhunt,http://store.steampowered.com/app/12130/Manhunt/,2004-04-20,Rockstar North,9.99
12160,Midnight Club 2,http://store.steampowered.com/app/12160/Midnight_Club_2/,2003-07-01,Rockstar San Diego,9.99
12150,Max Payne 2: The Fall of Max Payne,http://store.steampowered.com/app/12150/Max_Payne_2_The_Fall_of_Max_Payne/,2003-10-14,Remedy Entertainment,9.99
7000,Tomb Raider: Legend,http://store.steampowered.com/app/7000/,2006-04-07,Crystal Dynamics,6.99
12140,Max Payne,http://store.steampowered.com/app/12140/Max_Payne/,2001-07-25,Remedy Entertainment,9.99
17480,Command &amp; Conquer: Red Alert 3,http://store.steampowered.com/app/17480/Command__Conquer_Red_Alert_3/,2008-10-28,EA Los Angeles,19.99
12500,PuzzleQuest: Challenge of the Warlords,http://store.steampowered.com/app/12500/PuzzleQuest_Challenge_of_the_Warlords/,2007-10-10,Infinite Interactive,9.99
12310,Culpa Innata,http://store.steampowered.com/app/12310/Culpa_Innata/,2007-10-23,Momentum Digital Media Technologies,9.99
12510,Prison Tycoon 3™: Lockdown,http://store.steampowered.com/app/12510/Prison_Tycoon_3_Lockdown/,2007-08-01,"Gamebryo,Virtual Playground",9.99
12530,Hunting Unlimited™ 2008,http://store.steampowered.com/app/12530/Hunting_Unlimited_2008/,2007-09-01,SCS Software,9.99
12520,18 Wheels of Steel: American Long Haul,http://store.steampowered.com/app/12520/18_Wheels_of_Steel_American_Long_Haul/,2007-12-03,SCS Software,9.99
8100,Conflict: Denied Ops,http://store.steampowered.com/app/8100/Conflict_Denied_Ops/,2008-02-08,Pivotal Games,5.99
2780,ARMA: Combat Operations,http://store.steampowered.com/app/2780/ARMA_Combat_Operations/,2007-05-08,Bohemia Interactive,7.99
9730,Tycoon City: New York,http://store.steampowered.com/app/9730/Tycoon_City_New_York/,2006-02-21,,9.99
9710,Desperados 2: Cooper's Revenge,http://store.steampowered.com/app/9710/Desperados_2_Coopers_Revenge/,2006-05-02,Spellbound,9.99
9800,Death to Spies,http://store.steampowered.com/app/9800/Death_to_Spies/,2007-10-16,Haggard Games,4.99
9760,Act of War: High Treason,http://store.steampowered.com/app/9760/Act_of_War_High_Treason/,2006-05-30,Eugen Systems,2.99
2700,RollerCoaster Tycoon® 3: Platinum,http://store.steampowered.com/app/2700/RollerCoaster_Tycoon_3_Platinum/,2006-10-26,"Frontier,Aspyr (Mac)",19.99
2710,Act of War: Direct Action,http://store.steampowered.com/app/2710/Act_of_War_Direct_Action/,2005-03-14,Eugen Systems,2.99
13200,Unreal 2: The Awakening,http://store.steampowered.com/app/13200/Unreal_2_The_Awakening/,2003-02-03,"Epic Games, Inc.",14.99
13250,Unreal Gold,http://store.steampowered.com/app/13250/Unreal_Gold/,1998-04-30,"Epic Games, Inc.",9.99
13000,Ninja Reflex: Steamworks Edition,http://store.steampowered.com/app/13000/Ninja_Reflex_Steamworks_Edition/,2008-03-21,Sanzaru Games,4.99
13560,Tom Clancy's Splinter Cell®,http://store.steampowered.com/app/13560/Tom_Clancys_Splinter_Cell/,2003-02-18,Ubisoft,9.99
13520,Far Cry®,http://store.steampowered.com/app/13520/Far_Cry/,2004-03-23,Crytek Studios,9.99
13240,Unreal Tournament: Game of the Year Edition,http://store.steampowered.com/app/13240/Unreal_Tournament_Game_of_the_Year_Edition/,2000-10-25,"Epic Games, Inc.",9.99
13540,Tom Clancy's Rainbow Six® Vegas,http://store.steampowered.com/app/13540/Tom_Clancys_Rainbow_Six_Vegas/,2006-12-12,Ubisoft Montreal,9.99
15210,Silent Hunter® III,http://store.steampowered.com/app/15210/Silent_Hunter_III/,2005-03-15,Ubisoft,9.99
16180,Virtual Villagers - The Secret City,http://store.steampowered.com/app/16180/Virtual_Villagers__The_Secret_City/,2008-05-28,Last Day of Work,9.99
3520,Mystery P.I.™ - The Vegas Heist,http://store.steampowered.com/app/3520/Mystery_PI__The_Vegas_Heist/,2008-06-04,SpinTop Games,4.99
15970,Luxor,http://store.steampowered.com/app/15970/Luxor/,2008-06-10,MumboJumbo,9.99
15950,Reaxxion,http://store.steampowered.com/app/15950/Reaxxion/,2008-06-10,MumboJumbo,9.99
15960,Little Farm,http://store.steampowered.com/app/15960/Little_Farm/,2008-06-10,MumboJumbo,9.99
15900,7 Wonders II,http://store.steampowered.com/app/15900/7_Wonders_II/,2008-06-10,MumboJumbo,9.99
15910,Luxor Amun Rising,http://store.steampowered.com/app/15910/Luxor_Amun_Rising/,2005-12-08,MumboJumbo,9.99
15930,Luxor 3,http://store.steampowered.com/app/15930/Luxor_3/,2007-11-13,MumboJumbo,9.99
15160,Petz® Horsez® 2,http://store.steampowered.com/app/15160/Petz_Horsez_2/,2007-11-13,Ubisoft,9.99
15920,Luxor 2,http://store.steampowered.com/app/15920/Luxor_2/,2005-12-08,MumboJumbo,9.99
15080,Rayman Raving Rabbids™,http://store.steampowered.com/app/15080/Rayman_Raving_Rabbids/,2007-03-27,"Ubisoft Bulgaria,Ubisoft Montpellier",9.99
15200,Silent Hunter®: Wolves of the Pacific,http://store.steampowered.com/app/15200/Silent_Hunter_Wolves_of_the_Pacific/,2007-03-20,Ubisoft Romania,9.99
15320,IL-2 Sturmovik: 1946,http://store.steampowered.com/app/15320/IL2_Sturmovik_1946/,2006-12-15,1C: Maddox Games,9.99
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,http://store.steampowered.com/app/15240/Silent_Hunter_Wolves_of_the_Pacific_UBoat_Missions/,2008-03-24,Ubisoft Romania,9.99
8310,Bone: Out From Boneville,http://store.steampowered.com/app/8310/Bone_Out_From_Boneville/,2005-09-15,Telltale Games,9.99
12600,Midnight Outlaw: 6 Hours to SunUp,http://store.steampowered.com/app/12600/Midnight_Outlaw_6_Hours_to_SunUp/,2005-07-02,"Merscom,Babylon",9.99
8320,Bone: The Great Cow Race,http://store.steampowered.com/app/8320/Bone_The_Great_Cow_Race/,2006-04-12,Telltale Games,9.99
12590,Sprint Cars Road to Knoxville,http://store.steampowered.com/app/12590/Sprint_Cars_Road_to_Knoxville/,2008-07-29,BigAnt Studios,9.99
12580,Dr. Daisy Pet Vet,http://store.steampowered.com/app/12580/Dr_Daisy_Pet_Vet/,2008-01-08,Zemnott,9.99
12560,Ride! Carnival Tycoon,http://store.steampowered.com/app/12560/Ride_Carnival_Tycoon/,2007-07-02,Gabriel Entertainment,9.99
12570,Hot Dish,http://store.steampowered.com/app/12570/Hot_Dish/,2008-01-12,Zemnott,9.99
12540,Mahjongg Investigations: Under Suspicion,http://store.steampowered.com/app/12540/Mahjongg_Investigations_Under_Suspicion/,2007-08-08,Zemnott,9.99
11050,Dracula Origin,http://store.steampowered.com/app/11050/Dracula_Origin/,2008-05-20,Frogwares,9.99
11040,Sherlock Holmes - Nemesis,http://store.steampowered.com/app/11040/Sherlock_Holmes__Nemesis/,2008-04-14,Frogwares,9.99
19500,Eternity's Child,http://store.steampowered.com/app/19500/Eternitys_Child/,2008-07-31,"Luc Bernard,SilverSphereStudios",4.99
11260,Pacific Storm Allies,http://store.steampowered.com/app/11260/Pacific_Storm_Allies/,2007-05-25,Lesta Studio,7.99
19200,Tank Universal,http://store.steampowered.com/app/19200/Tank_Universal/,2008-08-21,Dialogue Design,4.99
12360,FlatOut: Ultimate Carnage,http://store.steampowered.com/app/12360/FlatOut_Ultimate_Carnage/,2008-08-19,Bugbear Entertainment,19.99
15710,Oddworld: Abe's Exoddus®,http://store.steampowered.com/app/15710/Oddworld_Abes_Exoddus/,1998-11-17,Oddworld Inhabitants,2.99
15700,Oddworld: Abe's Oddysee®,http://store.steampowered.com/app/15700/Oddworld_Abes_Oddysee/,1997-12-12,Oddworld Inhabitants,2.99
8660,GTR Evolution Expansion Pack for RACE 07,http://store.steampowered.com/app/8660/GTR_Evolution_Expansion_Pack_for_RACE_07/,2008-09-01,SimBin,7.99
7770,X-COM: Enforcer,http://store.steampowered.com/app/7770/XCOM_Enforcer/,2001-04-19,"MicroProse Software, Inc",4.99
7660,X-COM: Apocalypse,http://store.steampowered.com/app/7660/XCOM_Apocalypse/,1997-07-15,"MicroProse Software, Inc",4.99
7760,X-COM: UFO Defense,http://store.steampowered.com/app/7760/XCOM_UFO_Defense/,1993-12-31,"MicroProse Software, Inc",4.99
20510,S.T.A.L.K.E.R.: Clear Sky,http://store.steampowered.com/app/20510/STALKER_Clear_Sky/,2008-09-15,GSC Game World,9.99
17330,Crysis Warhead®,http://store.steampowered.com/app/17330/Crysis_Warhead/,2008-09-17,Crytek,19.99
17300,Crysis,http://store.steampowered.com/app/17300/Crysis/,2007-11-13,Crytek,19.99
7730,X-COM: Interceptor,http://store.steampowered.com/app/7730/XCOM_Interceptor/,1998-06-15,"MicroProse Software, Inc",4.99
20900,The Witcher: Enhanced Edition Director's Cut,http://store.steampowered.com/app/20900/The_Witcher_Enhanced_Edition_Directors_Cut/,2008-09-16,CD PROJEKT RED,9.99
1530,Multiwinia,http://store.steampowered.com/app/1530/Multiwinia/,2008-09-19,Introversion Software,9.99
8690,STCC - The Game 1 - Expansion Pack for RACE 07,http://store.steampowered.com/app/8690/STCC__The_Game_1__Expansion_Pack_for_RACE_07/,2008-10-22,SimBin,2.99
17120,Children of the Nile: Alexandria,http://store.steampowered.com/app/17120/Children_of_the_Nile_Alexandria/,2008-08-28,"Tilted Mill Entertainment, Inc.",2.49
16810,Sid Meier's Civilization IV: Colonization,http://store.steampowered.com/app/16810/Sid_Meiers_Civilization_IV_Colonization/,2008-09-23,Firaxis Games,19.99
19830,Tom Clancy's Rainbow Six® 3 Gold,http://store.steampowered.com/app/19830/Tom_Clancys_Rainbow_Six_3_Gold/,2003-03-18,"Red Storm Entertainment,Ubisoft Montreal",9.99
21000,LEGO Batman,http://store.steampowered.com/app/21000/LEGO_Batman/,2008-09-29,Traveller's Tales,19.99
4460,City Life 2008,http://store.steampowered.com/app/4460/City_Life_2008/,2008-07-18,Monte Cristo,9.99
17140,Hinterland,http://store.steampowered.com/app/17140/Hinterland/,2008-09-30,"Tilted Mill Entertainment, Inc.",9.99
15390,Brothers in Arms: Hell's Highway™,http://store.steampowered.com/app/15390/Brothers_in_Arms_Hells_Highway/,2008-10-08,Gearbox Software,9.99
21300,Gravitron 2,http://store.steampowered.com/app/21300/Gravitron_2/,2008-08-31,Dark Castle Software,4.99
3050,Xpand Rally Xtreme,http://store.steampowered.com/app/3050/Xpand_Rally_Xtreme/,2006-12-01,Techland,4.99
15380,Heroes of Might &amp; Magic V: Hammers of Fate,http://store.steampowered.com/app/15380/Heroes_of_Might__Magic_V_Hammers_of_Fate/,2006-11-14,Nival,9.99
19800,Brothers in Arms: Earned in Blood™,http://store.steampowered.com/app/19800/Brothers_in_Arms_Earned_in_Blood/,2005-10-04,Gearbox Software,9.99
15370,Heroes of Might &amp; Magic V: Tribes of the East,http://store.steampowered.com/app/15370/Heroes_of_Might__Magic_V_Tribes_of_the_East/,2007-10-16,Nival,9.99
19930,The Settlers®: Rise Of An Empire Gold Edition,http://store.steampowered.com/app/19930/The_Settlers_Rise_Of_An_Empire_Gold_Edition/,2008-04-18,Blue Byte,19.99
15350,Brain Spa,http://store.steampowered.com/app/15350/Brain_Spa/,2007-09-25,Ubisoft,9.99
19810,The Sum of All Fears,http://store.steampowered.com/app/19810/The_Sum_of_All_Fears/,2002-05-31,Red Storm Entertainment,9.99
3540,Peggle™ Nights,http://store.steampowered.com/app/3540/Peggle_Nights/,2008-10-15,"PopCap Games, Inc.",4.99
22000,World of Goo,http://store.steampowered.com/app/22000/World_of_Goo/,2008-10-13,2D BOY,9.99
2820,X3: Terran Conflict,http://store.steampowered.com/app/2820/X3_Terran_Conflict/,2008-10-16,Egosoft,15.99
1230,Mare Nostrum,http://store.steampowered.com/app/1230/Mare_Nostrum/,2008-10-17,Sandstorm Productions,0.0
18300,Spectraball,http://store.steampowered.com/app/18300/Spectraball/,2008-10-20,Shorebound Studios,4.99
20200,Galactic Bowling,http://store.steampowered.com/app/20200/Galactic_Bowling/,2008-10-21,Perpetual FX Creative,19.99
12200,Bully: Scholarship Edition,http://store.steampowered.com/app/12200/Bully_Scholarship_Edition/,2008-10-21,Rockstar New England,14.99
19900,Far Cry® 2: Fortune's Edition,http://store.steampowered.com/app/19900/Far_Cry_2_Fortunes_Edition/,2008-10-22,Ubisoft Montreal,9.99
11240,Space Trader: Merchant Marine,http://store.steampowered.com/app/11240/Space_Trader_Merchant_Marine/,2008-10-23,Meridian4,4.99
256522,PRR Wagon Pack 01,http://store.steampowered.com/app/256522/PRR_Wagon_Pack_01/,2009-01-01,RailSimulator.com,4.99
275144,"Class 421 London South East ""Jaffa Cake""",http://store.steampowered.com/app/275144/Class_421_London_South_East_Jaffa_Cake/,2009-01-01,RailSimulator.com,4.99
256521,ATSF Wagon Pack 01,http://store.steampowered.com/app/256521/ATSF_Wagon_Pack_01/,2009-01-01,RailSimulator.com,4.99
222569,GP20 Union Pacific Add-on Livery,http://store.steampowered.com/app/222569/GP20_Union_Pacific_Addon_Livery/,2009-01-01,Reppo,4.99
256535,UK Van Wagon Pack,http://store.steampowered.com/app/256535/UK_Van_Wagon_Pack/,2009-01-01,RailSimulator.com,4.99
256611,CSX SD70MAC Add-on Livery,http://store.steampowered.com/app/256611/CSX_SD70MAC_Addon_Livery/,2009-01-01,Dovetail Games,4.99
256576,CSX ES44AC Add-on Livery,http://store.steampowered.com/app/256576/CSX_ES44AC_Addon_Livery/,2009-01-01,Dovetail Games,4.99
9480,Saints Row 2,http://store.steampowered.com/app/9480/Saints_Row_2/,2009-01-28,Volition,9.99
17470,Dead Space,http://store.steampowered.com/app/17470/Dead_Space/,2008-10-20,EA Redwood Shores,19.99
12770,Rise of the Argonauts,http://store.steampowered.com/app/12770/Rise_of_the_Argonauts/,2008-12-16,Liquid Entertainment,9.99
17410,Mirror's Edge™,http://store.steampowered.com/app/17410/Mirrors_Edge/,2009-01-13,DICE,19.99
18500,Defense Grid: The Awakening,http://store.steampowered.com/app/18500/Defense_Grid_The_Awakening/,2008-12-08,Hidden Path Entertainment,9.99
16450,F.E.A.R. 2: Project Origin,http://store.steampowered.com/app/16450/FEAR_2_Project_Origin/,2009-02-12,Monolith,14.99
15400,Harvest: Massive Encounter,http://store.steampowered.com/app/15400/Harvest_Massive_Encounter/,2008-03-05,Oxeye Game Studio,7.99
18600,Mayhem Intergalactic,http://store.steampowered.com/app/18600/Mayhem_Intergalactic/,2007-07-04,Inventive Dingo,9.99
11340,Larva Mortus,http://store.steampowered.com/app/11340/Larva_Mortus/,2009-03-19,Meridian4,4.99
25830,Knights of Honor,http://store.steampowered.com/app/25830/Knights_of_Honor/,2005-05-10,Black Sea Studios Ltd,9.99
23460,Ceville,http://store.steampowered.com/app/23460/Ceville/,2009-02-27,Realmforge Studios,5.99
10600,Empire: Total War™ - Special Forces Units &amp; Bonus Content,http://store.steampowered.com/app/10600/Empire_Total_War__Special_Forces_Units__Bonus_Content/,2009-03-04,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
21010,Watchmen: The End is Nigh,http://store.steampowered.com/app/21010/Watchmen_The_End_is_Nigh/,2009-03-04,Deadline Games,4.99
22180,Penumbra Overture,http://store.steampowered.com/app/22180/Penumbra_Overture/,2007-03-30,Frictional Games,9.99
13210,Unreal Tournament 3 Black,http://store.steampowered.com/app/13210/Unreal_Tournament_3_Black/,2007-11-19,"Epic Games, Inc.",19.99
12640,Drakensang,http://store.steampowered.com/app/12640/Drakensang/,2009-02-27,Radon Labs,9.99
27020,The Graveyard,http://store.steampowered.com/app/27020/The_Graveyard/,2008-03-21,Tale of Tales,4.99
24740,Burnout Paradise: The Ultimate Box,http://store.steampowered.com/app/24740/Burnout_Paradise_The_Ultimate_Box/,2009-02-03,Criterion Games,19.99
26000,The Maw,http://store.steampowered.com/app/26000/The_Maw/,2009-03-09,Twisted Pixel Games,9.99
26006,The Maw: River Redirect,http://store.steampowered.com/app/26006/The_Maw_River_Redirect/,2009-03-16,Twisted Pixel Games,1.25
26005,The Maw: Brute Force,http://store.steampowered.com/app/26005/The_Maw_Brute_Force/,2009-03-16,Twisted Pixel Games,1.25
11330,Obulis,http://store.steampowered.com/app/11330/Obulis/,2009-03-19,IonFX,4.99
27800,Space Giraffe,http://store.steampowered.com/app/27800/Space_Giraffe/,2009-03-19,Llamasoft LTD,9.99
9850,Codename: Panzers - Cold War,http://store.steampowered.com/app/9850/Codename_Panzers__Cold_War/,2009-03-10,"InnoGlow,Stormregion,THQ Nordic",14.99
