item_id,genres
25900,rpg
25900,strategy
16200,casual
16200,simulation
7840,racing
8890,rpg
8890,strategy
8880,rpg
8880,strategy
34500,indie
34500,simulation
34500,strategy
1280,action
1280,simulation
10150,action
10150,adventure
29160,adventure
29160,indie
12470,strategy
22330,rpg
22320,rpg
12440,adventure
32710,simulation
32740,simulation
12460,strategy
21980,action
31860,adventure
31900,adventure
31920,adventure
31930,adventure
35800,casual
35800,indie
12690,simulation
12690,sports
31170,adventure
21660,action
6080,action
6080,adventure
6080,racing
6080,simulation
6080,strategy
6010,adventure
6090,action
6060,action
32310,adventure
32330,action
32330,adventure
32360,adventure
35300,strategy
35310,action
35310,racing
31980,adventure
31990,adventure
10140,sports
10100,adventure
10130,action
10110,adventure
1256,action
10120,action
10120,casual
33520,simulation
33520,strategy
3610,casual
21680,action
21670,action
21670,adventure
21030,action
36000,action
36000,indie
32370,adventure
32370,rpg
29180,indie
29180,casual
38410,rpg
38420,strategy
38430,action
35050,action
35050,adventure
31180,adventure
37960,casual
38000,casual
37400,adventure
37400,indie
13570,action
11390,action
11390,racing
34420,strategy
43100,simulation
33730,simulation
35000,action
35000,adventure
39392,casual
39391,casual
37600,adventure
37600,casual
37600,indie
24029,simulation
32140,adventure
32140,casual
31190,adventure
32770,action
208306,simulation
37300,simulation
208300,simulation
40300,rpg
35070,casual
10606,strategy
40700,adventure
40700,indie
24840,action
24870,racing
41500,rpg
24800,strategy
901735,strategy
42800,strategy
39560,action
39550,rpg
39550,strategy
40330,adventure
40320,strategy
31200,adventure
3130,strategy
41100,action
41100,indie
39540,action
39540,rpg
34640,strategy
34630,strategy
41000,action
41000,indie
40340,adventure
17450,rpg
37100,action
37100,rpg
37100,indie
37500,indie
37500,casual
42810,strategy
10180,action
32440,adventure
11450,rpg
12710,rpg
24790,strategy
29120,indie
29120,casual
24810,strategy
41800,indie
41800,simulation
41800,strategy
45300,simulation
41900,action
41900,adventure
41900,rpg
35420,action
32430,action
22370,rpg
41802,strategy
41802,indie
41802,simulation
38080,simulation
38090,simulation
38100,simulation
38070,casual
38070,simulation
38210,casual
45700,action
45700,adventure
46410,action
46410,indie
46410,rpg
38110,simulation
17570,action
17570,free to play
17570,indie
38130,casual
38160,casual
38150,casual
38120,casual
38140,casual
36300,casual
36310,strategy
36310,casual
36320,adventure
36320,casual
37030,strategy
32450,adventure
34180,sports
44100,action
44100,indie
44100,racing
25960,strategy
46250,action
38180,casual
10695,action
41050,action
41050,indie
24055,simulation
48700,action
48700,rpg
39900,action
49900,action
49900,indie
42120,action
12220,action
45730,action
45730,adventure
45400,indie
49600,action
49600,casual
49600,indie
901399,adventure
43500,simulation
43500,strategy
45302,simulation
40930,adventure
40930,indie
39640,action
39630,action
23150,casual
23150,indie
50940,casual
50920,casual
50920,indie
34178,strategy
37340,casual
37390,casual
37310,casual
37360,casual
49000,casual
37330,casual
37320,casual
37370,casual
37380,casual
19080,action
19080,adventure
19080,casual
31700,action
31700,indie
19030,action
19030,adventure
50820,indie
49800,action
49800,indie
33650,casual
901478,action
901478,adventure
33660,casual
33660,indie
34281,action
34272,action
34270,action
34270,adventure
34270,casual
34270,rpg
34276,action
34274,action
34275,strategy
34277,action
34273,action
34280,action
34282,action
34279,action
34010,action
34010,rpg
22610,action
22440,rpg
18508,strategy
18508,indie
22430,rpg
22410,rpg
22420,rpg
630,action
22400,rpg
24780,simulation
24780,strategy
33670,strategy
33670,rpg
40420,casual
40420,indie
34920,action
34920,casual
34920,indie
48136,strategy
46720,rpg
28000,action
39680,simulation
39680,strategy
25962,strategy
24634,simulation
63900,strategy
50130,action
24075,simulation
47540,rpg
47540,casual
50510,action
25760,indie
25763,indie
25762,indie
25764,indie
42980,strategy
48800,simulation
22600,strategy
46770,indie
46770,simulation
46770,strategy
65700,action
65700,simulation
65700,strategy
42960,strategy
25761,indie
28010,action
28012,action
24640,simulation
28011,action
4850,strategy
57640,adventure
62100,casual
50145,action
34841,action
70300,action
70300,indie
48137,strategy
57300,action
57300,adventure
57300,indie
70400,rpg
70400,indie
46600,action
46600,casual
46600,indie
34314,action
34314,simulation
34310,action
70100,simulation
70110,indie
70110,simulation
38600,casual
38600,indie
57620,strategy
34284,action
63910,rpg
63910,strategy
24082,simulation
8930,strategy
49310,strategy
41060,action
41060,indie
70900,indie
70900,strategy
9940,action
9940,adventure
22650,action
901553,action
50620,action
50620,adventure
2840,simulation
2840,strategy
42920,strategy
29700,action
29700,rpg
29700,massively multiplayer
2850,simulation
2850,strategy
61510,rpg
61510,strategy
70200,adventure
70200,casual
70200,simulation
70210,adventure
70210,casual
70210,indie
70210,simulation
61520,rpg
61520,strategy
61500,rpg
61500,strategy
47790,action
46450,indie
46450,rpg
46450,strategy
45750,action
45750,adventure
57800,adventure
57800,casual
57800,indie
22380,action
22380,rpg
67000,action
67000,casual
67000,indie
80300,adventure
80300,indie
50000,indie
50000,racing
16868,strategy
18040,action
18040,indie
18040,rpg
71115,action
71115,simulation
34317,casual
71114,rpg
71112,action
71113,action
71113,adventure
34319,adventure
34316,action
34315,action
6120,action
6120,indie
35460,action
35460,adventure
35460,indie
32500,action
62000,action
62000,casual
33570,rpg
33570,simulation
33570,strategy
63700,action
63700,casual
63700,indie
46362,simulation
46362,strategy
49320,casual
72400,adventure
72400,indie
42964,strategy
43011,action
33980,action
65710,casual
33990,adventure
33950,casual
33950,indie
65400,strategy
65400,indie
42700,action
38923,indie
38923,casual
72500,casual
72500,indie
15740,action
15740,adventure
15740,strategy
38924,indie
38924,casual
15750,action
15750,adventure
15750,strategy
45500,casual
45500,indie
31290,adventure
12100,action
12120,action
35135,action
35135,adventure
35137,action
35137,adventure
35138,action
35138,adventure
35136,action
35136,adventure
12110,action
33390,action
33390,indie
92300,action
92300,indie
80000,action
80000,indie
80000,strategy
47780,action
51060,adventure
51060,casual
65080,adventure
63200,action
63200,strategy
63200,indie
63200,sports
60340,action
60340,adventure
60340,casual
71116,action
71161,rpg
71119,rpg
71118,rpg
71117,action
71166,adventure
71165,action
71163,action
71163,adventure
71164,action
71160,rpg
71120,rpg
47890,simulation
48802,simulation
47896,simulation
47892,simulation
47894,simulation
47893,simulation
47895,simulation
42000,casual
42000,indie
47570,casual
47897,simulation
57700,action
57700,casual
57700,indie
63660,adventure
63660,casual
90504,strategy
7520,rpg
99200,casual
9930,racing
24449,rpg
41814,strategy
41814,indie
41814,simulation
42925,strategy
57650,rpg
57650,strategy
40407,indie
40407,strategy
33770,rpg
47800,strategy
18408,casual
18408,strategy
63710,action
63710,indie
55100,action
80200,casual
80200,indie
80200,simulation
80200,strategy
92400,indie
56435,strategy
56433,strategy
56432,strategy
56431,strategy
39120,free to play
39120,massively multiplayer
39120,rpg
56437,strategy
94000,indie
94000,casual
56434,strategy
92700,action
73012,simulation
48803,simulation
56536,strategy
44620,racing
91200,action
91200,indie
91200,strategy
46790,strategy
73170,strategy
57655,strategy
57655,rpg
70000,action
70000,indie
57730,strategy
620,action
620,adventure
42918,action
42918,rpg
91600,action
91600,casual
91600,indie
91600,strategy
73020,strategy
56482,strategy
56438,strategy
56481,strategy
98200,indie
98200,strategy
56480,strategy
72905,adventure
72905,indie
72905,rpg
22450,action
22450,adventure
42140,adventure
42140,casual
42140,indie
47898,simulation
73181,simulation
73031,action
73031,rpg
9992,action
9992,adventure
46490,adventure
46480,adventure
42718,action
39160,action
39160,rpg
57900,action
102700,action
102700,free to play
9880,free to play
9880,massively multiplayer
9880,rpg
99900,action
99900,adventure
99900,free to play
99900,indie
99900,massively multiplayer
99900,rpg
22520,strategy
73014,simulation
7530,strategy
95700,indie
49470,strategy
91810,indie
91810,casual
49604,action
49604,casual
49604,indie
98210,strategy
98210,indie
97000,indie
97000,casual
46760,strategy
46830,strategy
73035,action
73035,rpg
46840,strategy
21100,action
73037,action
73037,rpg
73036,action
73036,rpg
24635,simulation
901679,action
901679,rpg
25810,strategy
99100,action
99100,rpg
44660,racing
90209,simulation
25809,strategy
42903,strategy
22631,strategy
22634,strategy
22633,strategy
57656,strategy
57656,rpg
22632,strategy
94590,adventure
94590,casual
35425,action
73192,strategy
105700,action
105700,adventure
105700,indie
72750,action
72750,rpg
56538,strategy
63950,simulation
61100,indie
61100,casual
65228,simulation
55205,action
102200,adventure
102200,indie
102200,rpg
64013,strategy
15522,action
15522,indie
63802,adventure
63802,strategy
63802,rpg
63802,indie
92302,action
92302,indie
73183,simulation
42210,adventure
65790,action
65790,simulation
65790,strategy
92803,casual
92803,indie
57690,simulation
57690,strategy
42220,adventure
42230,adventure
111000,indie
111000,casual
73193,strategy
38740,action
38740,indie
99612,strategy
99614,strategy
91604,indie
70120,indie
107200,action
107200,indie
107200,rpg
107200,strategy
97108,action
97106,action
97107,action
56487,strategy
72760,action
72760,rpg
99910,adventure
99910,casual
99910,free to play
99910,massively multiplayer
99910,strategy
18070,action
18070,adventure
18070,rpg
55150,action
63940,strategy
98400,action
98400,indie
73194,strategy
46520,action
46520,indie
22230,action
22230,indie
22230,racing
22230,strategy
35450,action
35450,massively multiplayer
35450,simulation
33420,action
33420,adventure
73185,simulation
49473,strategy
73210,rpg
73210,simulation
73210,strategy
110600,action
110600,indie
200080,adventure
200440,rpg
111400,action
111400,indie
57923,action
48220,rpg
48220,strategy
9420,strategy
113200,action
113200,adventure
113200,indie
113200,rpg
90208,simulation
200230,racing
200230,simulation
9350,strategy
901776,strategy
901776,indie
901776,casual
901776,simulation
201100,action
201100,racing
80202,strategy
80202,indie
80202,casual
80202,simulation
80204,strategy
80204,indie
80204,casual
80204,simulation
34842,action
95900,action
95900,simulation
80207,strategy
80207,indie
80207,casual
80207,simulation
45770,action
45770,adventure
18080,action
18080,adventure
18080,rpg
200670,strategy
108210,casual
108210,simulation
108210,strategy
65231,simulation
115100,adventure
115100,casual
115100,rpg
47930,simulation
41816,strategy
41816,indie
41816,simulation
201480,action
201480,indie
201480,rpg
200910,indie
200910,rpg
200130,casual
200130,indie
200130,strategy
201490,simulation
201490,strategy
65610,rpg
43190,action
43190,indie
102622,action
102622,indie
102622,strategy
39270,action
39270,rpg
24200,action
24200,adventure
24200,free to play
24200,massively multiplayer
24200,rpg
55370,action
57696,simulation
57696,strategy
71340,action
202670,adventure
102623,action
102623,indie
102623,strategy
115300,action
110800,adventure
110800,strategy
110810,adventure
110810,strategy
64016,strategy
94203,action
94203,indie
94202,action
94202,indie
202521,strategy
202521,rpg
202521,indie
61310,indie
61310,casual
73092,action
73092,rpg
91100,indie
91100,racing
73091,action
73091,rpg
34345,strategy
201272,strategy
73058,action
73058,rpg
25812,strategy
46350,strategy
200880,action
202200,strategy
24083,simulation
113400,action
113400,free to play
113400,massively multiplayer
80340,adventure
80340,indie
200870,action
64017,strategy
35429,action
201510,racing
201877,action
203700,action
203700,rpg
203700,indie
57695,simulation
57695,strategy
23530,action
49475,strategy
55344,action
55341,action
98820,casual
98820,indie
98820,rpg
55340,action
49337,strategy
55343,action
91616,action
91616,casual
91616,indie
91616,strategy
201310,action
201310,simulation
35720,action
35720,adventure
35720,indie
204381,action
204381,rpg
204381,indie
204010,action
204010,indie
111403,action
111403,indie
203990,action
203990,indie
204030,action
204030,adventure
204030,rpg
200620,action
202452,casual
202452,strategy
204380,action
204380,rpg
204380,indie
55395,action
200610,action
55471,action
55473,action
55472,action
55470,action
55347,action
23553,action
23552,action
23551,action
200890,action
200860,action
23550,action
200390,indie
200390,strategy
65244,simulation
24480,rpg
24480,strategy
24488,strategy
24488,rpg
204340,action
204340,indie
203510,action
203510,indie
203510,rpg
9900,free to play
9900,massively multiplayer
9900,rpg
204386,action
204386,rpg
204386,indie
204385,action
204385,rpg
204385,indie
57740,rpg
57740,simulation
57740,strategy
204390,action
204390,indie
42968,strategy
105800,action
105800,casual
105800,indie
105802,casual
105802,indie
111100,casual
111100,indie
111100,racing
203210,action
203210,casual
203210,indie
45773,action
45774,action
205160,action
205160,indie
203770,rpg
203770,simulation
203770,strategy
203772,strategy
203773,strategy
92620,action
92620,indie
205120,action
205120,indie
108710,action
108710,adventure
24065,simulation
73039,action
73039,rpg
10220,action
108110,rpg
108110,simulation
200210,action
200210,free to play
200210,indie
200210,massively multiplayer
200210,rpg
42905,strategy
55381,action
204440,adventure
204440,casual
205690,adventure
205690,indie
201882,action
201882,adventure
207490,action
207490,adventure
206760,action
206521,action
206521,adventure
206521,free to play
206521,massively multiplayer
206521,rpg
65249,simulation
206710,simulation
108500,action
108500,indie
108500,strategy
206690,casual
206690,indie
206690,strategy
205830,action
205830,indie
205830,casual
108726,action
108726,adventure
47932,simulation
115110,adventure
115110,indie
203560,casual
203560,indie
65246,simulation
65253,simulation
207420,action
207420,adventure
207420,indie
73060,strategy
207790,simulation
207710,casual
207710,indie
207710,strategy
204388,action
204388,rpg
204388,indie
204382,strategy
204382,rpg
204382,indie
207250,indie
207250,strategy
208110,adventure
208110,casual
208540,strategy
208540,rpg
208540,indie
19320,action
19320,indie
19320,casual
207320,action
207320,adventure
207320,rpg
65733,simulation
204180,adventure
204180,indie
204180,strategy
55382,action
110630,action
110630,indie
102850,action
102850,adventure
102850,indie
102510,action
102510,rpg
201271,strategy
205840,adventure
109500,action
109500,indie
206416,casual
206416,strategy
208630,adventure
208630,casual
208640,adventure
208640,casual
205630,simulation
205630,strategy
206610,casual
206610,indie
65252,simulation
208541,strategy
208541,rpg
208541,indie
202310,racing
202690,indie
202690,strategy
204560,action
204560,rpg
204560,strategy
65255,simulation
207430,casual
207430,indie
207430,rpg
202524,strategy
202524,rpg
202524,indie
213530,indie
213390,indie
213390,casual
280720,indie
280720,simulation
280720,strategy
280720,early access
202370,action
206881,strategy
206881,simulation
40390,rpg
204383,action
204383,strategy
204383,rpg
204383,indie
40392,action
40392,adventure
203750,action
209370,indie
98300,action
98300,casual
98300,simulation
98300,strategy
201277,strategy
55397,action
211206,action
91609,action
91609,strategy
91609,indie
91609,casual
65258,simulation
108232,casual
108232,indie
108232,strategy
206714,simulation
203344,rpg
203344,simulation
203344,strategy
41014,action
41014,indie
41019,action
41019,indie
210230,adventure
211800,casual
211800,indie
65256,simulation
65218,simulation
209100,action
211010,action
211010,indie
211010,rpg
205530,indie
205530,simulation
205530,strategy
90207,simulation
108230,casual
108230,indie
108230,strategy
108200,casual
108200,indie
108200,strategy
208281,simulation
208284,simulation
207350,action
207350,adventure
207350,rpg
208545,strategy
208545,rpg
208545,indie
213370,action
204100,action
203766,action
203765,action
204182,action
204182,indie
98821,adventure
98821,casual
98821,free to play
98821,indie
98821,rpg
212500,free to play
212500,massively multiplayer
212500,rpg
209790,indie
209790,casual
207080,indie
42170,action
42170,adventure
42170,indie
42170,rpg
42170,strategy
213330,action
213330,adventure
204900,casual
204900,strategy
212160,action
212160,adventure
212160,free to play
212160,massively multiplayer
212160,rpg
210561,action
42696,action
213030,indie
213030,rpg
203830,adventure
203830,indie
213195,massively multiplayer
213195,rpg
206480,action
206480,adventure
206480,free to play
206480,massively multiplayer
206480,rpg
212630,action
210893,strategy
203778,strategy
200010,casual
200010,strategy
17080,action
17080,free to play
210933,action
214170,rpg
210892,strategy
92622,action
92622,indie
205550,action
205550,indie
205550,casual
204384,rpg
204384,indie
1840,animation &amp; modeling
1840,video production
97368,strategy
97364,strategy
210041,action
97371,strategy
97369,strategy
98421,action
206522,action
206522,adventure
206522,free to play
206522,massively multiplayer
206522,rpg
210056,action
210057,action
210062,action
210055,action
48231,rpg
48231,strategy
210039,action
210038,action
210037,action
210036,action
210035,action
210052,action
210043,action
210064,action
210063,action
210065,action
210067,action
210066,action
210069,action
210072,action
210073,action
213350,action
20828,action
20828,indie
215200,adventure
214980,strategy
215160,adventure
215000,strategy
210068,action
207650,action
207650,indie
207650,strategy
207380,action
207655,casual
207655,indie
207400,action
108233,casual
108233,indie
108233,strategy
108700,action
108700,racing
208355,simulation
215243,action
208365,simulation
210931,action
209270,indie
209270,strategy
208283,simulation
115120,action
115120,strategy
215241,action
215240,action
202181,action
212010,action
212010,indie
212010,simulation
212010,strategy
730,action
202170,action
202170,adventure
208580,rpg
217290,action
217290,indie
217290,rpg
207670,indie
207670,casual
208292,simulation
208341,simulation
208342,simulation
216458,action
216454,action
216447,action
216449,action
216444,action
72000,indie
216455,action
216434,action
216432,action
216433,action
216448,action
216431,action
216461,action
216462,action
206450,indie
200260,action
200260,adventure
206440,adventure
206440,indie
206440,rpg
214970,action
214970,indie
216468,action
61730,action
61730,indie
61730,casual
214981,strategy
33934,action
33934,simulation
205950,action
97350,strategy
204312,action
204312,indie
204312,strategy
204310,action
204310,indie
204310,strategy
204308,action
204308,indie
204308,strategy
204309,action
204309,indie
204309,strategy
204307,action
204307,indie
204307,strategy
204304,action
204304,indie
204304,strategy
48232,rpg
48232,strategy
210016,action
210018,action
210017,action
210012,action
210019,action
210013,action
58648,strategy
205650,adventure
214570,action
65740,action
65740,strategy
100980,animation &amp; modeling
205063,action
205063,indie
209670,action
209670,indie
209670,strategy
217962,action
205060,action
205060,indie
213230,action
213230,rpg
97380,strategy
97384,strategy
97385,strategy
97389,strategy
97381,strategy
206146,casual
206146,simulation
97388,strategy
97382,strategy
215510,adventure
215510,indie
208200,action
207870,action
207870,rpg
215247,action
215247,racing
215246,action
215246,adventure
222680,action
222680,strategy
222680,rpg
222680,indie
210901,strategy
206141,casual
206141,simulation
206120,casual
206120,simulation
206133,casual
206133,simulation
206119,casual
206119,simulation
206117,casual
206117,simulation
206114,casual
206114,simulation
206113,casual
206113,simulation
206106,casual
206106,simulation
206111,casual
206111,simulation
206131,casual
206131,simulation
206144,casual
206144,simulation
206094,casual
206094,simulation
206156,casual
206156,simulation
206123,casual
206123,simulation
206122,casual
206122,simulation
206107,casual
206107,simulation
206102,casual
206102,simulation
206148,casual
206148,simulation
206142,casual
206142,simulation
206160,casual
206160,simulation
206140,casual
206140,simulation
206155,casual
206155,simulation
206101,casual
206101,simulation
206095,casual
206095,simulation
206099,casual
206099,simulation
205190,casual
205190,simulation
219910,adventure
219910,indie
218090,indie
218090,strategy
215470,action
215470,indie
206151,casual
206151,simulation
206118,casual
206118,simulation
223220,action
223220,indie
205632,simulation
205632,strategy
200370,strategy
200370,casual
209811,strategy
219150,action
219150,indie
215120,free to play
215120,massively multiplayer
215120,rpg
215245,action
215245,adventure
215248,action
215248,adventure
204734,action
204734,adventure
204734,strategy
204734,rpg
204734,indie
209080,action
209080,adventure
209080,indie
209080,simulation
4720,action
219760,rpg
73120,action
73120,rpg
219780,rpg
206174,casual
206174,simulation
206175,casual
206175,simulation
223470,action
223470,adventure
223470,indie
216330,action
216330,adventure
203680,racing
220740,adventure
220740,indie
216130,indie
216130,strategy
113405,action
113405,free to play
113405,massively multiplayer
208830,strategy
200188,strategy
205541,strategy
205541,indie
205541,simulation
207040,action
207040,indie
223730,action
223730,adventure
223730,indie
222140,action
222140,indie
222140,simulation
200490,adventure
215309,action
215303,action
215311,action
202970,action
202193,action
202193,adventure
215253,action
215253,adventure
220803,racing
216331,action
216331,adventure
220805,racing
220804,racing
220806,racing
220807,racing
215930,rpg
215930,strategy
216414,action
216413,action
216412,action
216421,action
216417,action
216420,action
223593,simulation
223592,simulation
223594,simulation
208833,strategy
208842,strategy
208834,strategy
208841,strategy
200185,strategy
208361,simulation
223510,action
223510,adventure
223510,indie
209201,action
209201,indie
225020,action
209190,action
209190,indie
44690,racing
44690,simulation
44690,sports
24676,simulation
221830,adventure
221830,indie
227000,adventure
227000,indie
222222,strategy
222222,casual
222221,strategy
222221,casual
212200,action
212200,adventure
212200,casual
212200,free to play
212200,massively multiplayer
212200,rpg
212200,simulation
209950,strategy
209950,indie
209950,casual
224300,action
224300,adventure
224920,action
224920,adventure
224940,action
224940,adventure
208319,simulation
224900,action
224900,simulation
224900,strategy
208491,action
208491,adventure
215972,action
215972,simulation
215972,strategy
222061,casual
222061,simulation
105000,adventure
105000,indie
222058,casual
222058,simulation
219950,adventure
65216,simulation
226350,rpg
226350,strategy
214987,strategy
214988,strategy
209460,action
205634,simulation
205634,strategy
222066,casual
222066,simulation
222065,casual
222065,simulation
222063,casual
222063,simulation
222062,casual
222062,simulation
207660,action
207660,strategy
207660,indie
225640,rpg
65239,simulation
209801,indie
209801,casual
218700,adventure
218700,casual
220813,racing
220812,racing
211280,action
211280,indie
220811,racing
70616,strategy
222545,simulation
215710,action
215710,strategy
215710,casual
203060,action
203060,strategy
228600,indie
228600,strategy
41817,strategy
41817,indie
41817,simulation
222076,casual
222076,simulation
226370,rpg
226370,strategy
219136,action
225821,action
225821,rpg
225822,action
225822,rpg
22521,indie
22521,strategy
225823,action
225823,rpg
225826,action
225826,rpg
225828,action
225828,rpg
225825,action
225825,rpg
209545,action
209545,indie
209545,simulation
209540,action
209540,indie
209540,simulation
221810,adventure
228400,action
228400,simulation
219152,action
219152,indie
220440,action
220440,adventure
18523,strategy
18523,indie
227800,action
227800,indie
230760,casual
230760,indie
223850,utilities
206718,simulation
222083,casual
222083,simulation
222086,casual
222086,simulation
222084,casual
222084,simulation
222085,casual
222085,simulation
222087,casual
222087,simulation
210085,action
210084,action
210083,action
231140,simulation
210087,action
210113,action
226390,rpg
226390,strategy
224820,action
224820,indie
215373,simulation
215373,strategy
228320,action
228320,adventure
228320,indie
228320,strategy
209850,casual
209850,indie
209850,strategy
222093,casual
222093,simulation
222095,casual
222095,simulation
222094,casual
222094,simulation
227760,simulation
227760,strategy
227130,adventure
222098,casual
222098,simulation
222097,casual
222097,simulation
222096,casual
222096,simulation
212673,action
229751,rpg
229751,web publishing
222099,casual
222099,simulation
223597,simulation
222100,casual
222100,simulation
222102,casual
222102,simulation
222101,casual
222101,simulation
223793,action
222138,casual
222138,simulation
233410,action
213197,action
213197,free to play
213197,massively multiplayer
213197,rpg
209202,action
209202,indie
226740,adventure
226740,casual
226740,indie
226740,rpg
226740,simulation
230150,adventure
230150,indie
230150,simulation
207000,action
207000,adventure
207000,indie
230900,strategy
222660,action
222660,indie
222554,simulation
220160,action
220160,racing
223732,indie
216174,action
216174,free to play
216174,indie
216174,strategy
232770,action
232770,indie
221040,action
221040,adventure
232530,action
232530,adventure
223280,indie
223280,casual
234180,action
234180,indie
234180,simulation
234900,action
234900,adventure
234900,indie
208796,action
208796,adventure
208793,action
208793,adventure
208792,action
208792,adventure
208790,action
208790,adventure
208804,action
208804,adventure
208805,action
208805,adventure
208806,action
208806,adventure
208810,action
208810,adventure
234780,action
208814,action
208814,adventure
233470,adventure
233470,indie
233470,rpg
233550,action
233550,adventure
222574,simulation
230650,indie
230650,simulation
230650,sports
230650,strategy
227220,action
227220,adventure
227220,indie
227220,rpg
227220,strategy
222556,simulation
98609,action
98609,strategy
98609,indie
98609,casual
228440,indie
228440,strategy
235130,action
235130,strategy
235130,indie
230885,action
230885,indie
230885,strategy
